"AttributeId","Action","ActionParams","AttArray","Condition","ReplaceSkill"
"11010266","modhp","(0,100,-6,-6,2,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11010267","modhp","(0,100,3,3,2,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11010268","modhp","(0,100,6,6,2,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11010269","modhp","(0,100,2,2,2,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11010270","modhp","(0,100,2,2,2,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11010300","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,7,0,100,0,4,26,1000,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11010310","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,25,1,0,0,4,26,1,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11010311","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,25,3,0,0,4,26,3,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11010312","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,25,5,0,0,4,26,5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11010313","modatt","(0,100,0,0,0,0,0,0,0,0)","(4,25,10,0,0,4,26,10,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11011001","modhp","(0,100,0,0,0,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11011601","modhp","(0,100,15000,20000,1,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11011701","modhp","(0,100,15000,20000,1,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11012001","modhp","(0,100,0,0,0,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11012601","modhp","(0,100,15000,20000,1,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11012701","modhp","(0,100,15000,20000,1,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11013001","modhp","(0,100,0,0,0,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11013011","modhp","(0,100,15,15,7,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11013021","modhp","(0,100,0,0,0,14,100,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11013031","modhp","(0,100,0,0,0,14,100,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11013041","modhp","(0,100,0,0,3,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11013051","modhp","(0,100,10,10,4,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11013601","modhp","(0,100,15000,20000,1,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11013701","modhp","(0,100,15000,20000,1,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11014001","modhp","(0,100,0,0,0,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11014002","modhp","(0,100,0,0,0,13,100,1,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11014011","modhp","(0,100,0,0,0,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11014012","modhp","(0,100,0,0,0,13,100,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11014021","modhp","(0,100,0,0,0,13,100,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11014601","modhp","(0,100,15000,20000,1,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11014701","modhp","(0,100,15000,20000,1,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11015001","modhp","(0,100,0,0,0,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11020000","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.1,0,4,6,0,0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020001","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020002","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,10,0,0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020003","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,11,0,0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020004","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,10,0,0.5,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020005","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.1,0,4,6,0,0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020006","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020007","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.05,0,4,6,0,0.05,0,4,7,0,0.05,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020008","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.1,0,4,6,0,0.1,0,4,7,0,0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020009","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.15,0,4,6,0,0.15,0,4,7,0,0.15,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020010","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.2,0,4,6,0,0.2,0,4,7,0,0.2,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020011","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.2,0,4,6,0,0.2,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020012","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,50,0,0,4,6,50,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020013","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,120,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020014","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,10,100,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020015","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,13,0.1,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020021","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,2,0,4,6,0,2,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020031","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020032","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.3,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020033","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.5,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020034","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.7,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020035","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,11,0,0.5,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020036","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,-0.3,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020041","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.01,0,4,6,0,0.01,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020042","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.02,0,4,6,0,0.02,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020043","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.03,0,4,6,0,0.03,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020044","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.04,0,4,6,0,0.04,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020045","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.05,0,4,6,0,0.05,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020046","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.06,0,4,6,0,0.06,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020047","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.07,0,4,6,0,0.07,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020048","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.08,0,4,6,0,0.08,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020049","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.09,0,4,6,0,0.09,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020050","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.1,0,4,6,0,0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020051","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,13,0.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020052","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,13,0.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020053","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,13,0.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020054","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,-0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020055","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,-0.2,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020056","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,-0.3,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020057","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.2,0,4,6,0,0.2,0,4,7,0,-0.2,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020058","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.6,0,4,6,0,0.6,0,4,7,0,-0.2,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020059","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.3,0,4,6,0,0.3,0,4,7,0,-0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020060","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.4,0,4,6,0,0.4,0,4,7,0,-0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020061","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,-0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020062","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,-0.05,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020063","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,-0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020064","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,-0.15,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020065","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,13,0.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020066","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,13,0.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020067","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,13,0.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020068","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020069","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.2,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020070","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.3,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020071","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020072","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.2,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020073","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.3,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020074","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,13,0.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020075","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,13,0.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020076","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,13,0.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020077","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020078","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,-0.02,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020079","modspeeddown","(0,100,4,0,0,0,0,0,0,0)","(4,31,0,-0.02,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020080","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,13,0.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020081","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,13,0.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020082","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,13,0.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020083","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.2,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020084","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.2,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020085","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,9,0,-1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020086","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,29,1,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020087","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,19,0,0.5,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020088","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,19,0,0.2,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020089","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,19,0,0.3,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020090","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,9,0,-1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020091","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,9,0,-1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020092","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,9,0,-1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020093","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,9,0,-1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020094","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,13,0.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020095","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,13,0.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020096","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,13,0.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020097","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,21,0,0.5,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020098","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,21,0,0.5,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020099","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,21,0,0.5,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020100","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.1,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020101","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.2,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020102","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.3,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020103","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,21,0,0.5,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020104","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,21,0,0.5,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020105","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,21,0,0.5,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020106","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,13,0.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020107","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,13,0.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020108","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,13,0.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020109","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.3,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020110","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.4,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020111","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020112","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,-0.05,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020113","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,-0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020114","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,-0.15,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020115","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.05,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020116","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.1,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020117","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.15,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020118","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,-0.05,0,4,6,0,-0.05,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020119","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,-0.1,0,4,6,0,-0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020120","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,-0.15,0,4,6,0,-0.15,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020121","modatt","(0,60,4,0,0,0,0,0,0,0)","(4,26,0.1,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020122","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,9,0,-0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020123","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,9,0,-0.2,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020124","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,9,0,-0.3,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020125","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,-0.05,0,4,6,0,-0.05,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020126","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,-0.1,0,4,6,0,-0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020127","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,-0.15,0,4,6,0,-0.15,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020128","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,25,0.2,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020129","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,25,-0.7,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020130","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.3,0,4,6,0,0.3,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020131","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,10,0,0.05,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020132","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.1,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020133","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,25,-0.8,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020134","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,1000,0,1,4,6,1000,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020135","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.1,0,4,6,0,0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020136","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,-0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020137","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,32,10,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020138","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,34,10,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020139","modrelife","(0,100,4,0,0,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11020140","modkillonce","(0,100,4,0,0,0,0,0,0,0)","0","13","(0,0,0,0,0,0,0,0,0,0)"
"11020141","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,10,0,-0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020142","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,12,0,-0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020143","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,8,1000,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020144","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,1000,0,1)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020145","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,8,0,0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020146","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020147","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,10,0,0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020148","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,12,0,0.1,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020149","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,25,0,0,2)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020150","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,25,0,0,2)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020151","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,25,0,0,2)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020152","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,25,0,0,2)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020153","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,11,150,0,2)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020154","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.3,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020155","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,-0.3,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020156","modspeeddown","(0,100,4,0,0,0,0,0,0,0)","(4,31,0,-0.3,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020157","modspeeddown","(0,100,4,0,0,0,0,0,0,0)","(4,31,0,-0.7,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020158","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.1,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020159","modspeedup","(0,100,4,0,0,0,0,0,0,0)","(4,31,0,0.3,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020160","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.05,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020161","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.5,0,4,6,0,0.5,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020162","modhp","(0,100,-3,-3,2,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020163","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,13,0.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020164","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,13,1,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020165","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,13,1.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020166","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.02,0,4,6,0,0.02,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020167","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.04,0,4,6,0,0.04,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020168","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,0.06,0,4,6,0,0.06,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020169","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,26,0.5,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020170","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,0.02,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020171","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,9,0,-1,0)","0","(0,0,0,0,0,0,0,0,0,0)"
"11020172","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,39,0.1,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020173","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,40,0.2,0,0)","13","(0,0,0,0,0,0,0,0,0,0)"
"11020174","moduseskill","(0,100,13500184,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020175","moduseskill","(0,100,13500185,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020176","moduseskill","(0,100,13500186,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020177","moduseskill","(0,100,13500178,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020178","moduseskill","(0,100,13500187,0,0,0,0,0,0,0)","","13","(0,0,0,0,0,0,0,0,0,0)"
"11020179","modspeeddown","(0,100,4,0,0,0,0,0,0,0)","(4,31,0,-0.5,0)","0","(0,0,0,0,0,0,0,0,0,0)"
"11020180","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,5,0,-0.15,0,4,6,0,-0.15,0)","0","(0,0,0,0,0,0,0,0,0,0)"
"11020181","modatt","(0,100,4,0,0,0,0,0,0,0)","(4,7,0,-0.05,0)","0","(0,0,0,0,0,0,0,0,0,0)"
