"AttributeId","MiniMapShowNpcId","NpcId","BornX","BornY","BornZ","BornYaw","BornPitch","BornRoll","BornTime","PlotTips","FirstPlotTips"
"80000706","(73011002,73011005)","'(76010905,76010905,76010905,76010905,76010905,76010905,0)","'(26892,26909,27499,28551,28573,27882,0)","'(31055,30281,29905,30418,31217,31621,0)","'(235,235,235,235,235,235,0)","'(-10,30,70,160,-150,-100,0)","'(0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0)","'(0,0,90091015)",""
"80000707","(73011003,73011005)","'(76010906,76010906,76010906,0)","'(28404,28621,26952,0)","'(25726,24302,24702,0)","'(255,255,255,0)","'(-119,140,10,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,90091019)",""
"80000708","(73011004,73011005)","'(76010907,76010906,76010906,76010906,0)","'(16423,23560,22321,21132,0)","'(22862,24082,23848,23625,0)","'(817,253,253,253,0)","'(10,10,10,10,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(9,0,0,0,0)","'(0,0,90091016)",""
"80000709","(73011001,73011005)","'(76010908,76010908,76010908,76010908,76010908,76010908,0)","'(22951,21632,21589,22622,23888,23906,0)","'(35348,34796,33377,32715,33263,34682,0)","'(263,263,263,263,263,263,0)","'(-90,-30,30,80,150,-160,0)","'(0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0)","",""
"80000710","(73011002,73011005)","'(76010909,76010909,76010909,76010909,76010909,76010909,0)","'(26892,26909,27499,28551,28573,27882,0)","'(31055,30281,29905,30418,31217,31621,0)","'(235,235,235,235,235,235,0)","'(-10,30,70,160,-150,-100,0)","'(0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0)","'(0,0,90091015)",""
"80000711","(73011003,73011005)","'(76010910,76010910,76010910,0)","'(28404,28621,26952,0)","'(25726,24302,24702,0)","'(255,255,255,0)","'(-119,140,10,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,0,0)","'(0,0,90091019)",""
"80000712","(73011004,73011005)","'(76010911,76010910,76010910,76010910,0)","'(16423,23560,22321,21132,0)","'(22862,24082,23848,23625,0)","'(817,253,253,253,0)","'(10,10,10,10,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(9,0,0,0,0)","'(0,0,90091016)",""
"80000801","(73011401,73011405)","'(76010500,76010500,76010500,76010500,76010500,76010500,76010500,76010500,0)","'(10714,12185,11945,13141,12863,13927,14263,14851,0)","'(21965,24008,21096,23509,20800,23116,20789,23046,0)","'(304,304,304,304,304,304,304,304,0)","'(30,-120,60,-130,80,-130,90,-100,0)","'(0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0)","",""
"80000802","(73011402,73011405)","'(76010500,76010500,76010500,76010500,0)","'(17766,18238,17939,17282,0)","'(20729,21603,22383,23247,0)","'(304,304,304,304,0)","'(150,160,-160,-140,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,90091015)",""
"80000803","(73011403,73011405)","'(76010501,76010501,76010501,76010501,0)","'(19597,22434,20022,22306,0)","'(16000,17137,15020,15306,0)","'(357,357,357,357,0)","'(20,180,30,130,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,90091019)",""
"80000804","(73011404,73011405)","'(76010502,0)","'(12042,0)","'(14169,0)","'(480,0)","'(10,0)","'(0,0)","'(0,0)","'(8,0)","'(0,0,90091016)",""
"80000805","(73011401,73011405)","'(76010503,76010503,76010503,76010503,76010503,76010503,76010503,76010503,0)","'(10714,12185,11945,13141,12863,13927,14263,14851,0)","'(21965,24008,21096,23509,20800,23116,20789,23046,0)","'(304,304,304,304,304,304,304,304,0)","'(30,-120,60,-130,80,-130,90,-100,0)","'(0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0)","",""
"80000806","(73011402,73011405)","'(76010503,76010503,76010503,76010503,0)","'(17766,18238,17939,17282,0)","'(20729,21603,22383,23247,0)","'(304,304,304,304,0)","'(150,160,-160,-140,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,90091015)",""
"80000807","(73011403,73011405)","'(76010504,76010504,76010504,76010504,0)","'(19597,22434,20022,22306,0)","'(16000,17137,15020,15306,0)","'(357,357,357,357,0)","'(20,180,30,130,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,90091019)",""
"80000808","(73011404,73011405)","'(76010505,0)","'(12042,0)","'(14169,0)","'(480,0)","'(10,0)","'(0,0)","'(0,0)","'(8,0)","'(0,0,90091016)",""
"80000809","(73011401,73011405)","'(76010506,76010506,76010506,76010506,76010506,76010506,76010506,76010506,0)","'(10714,12185,11945,13141,12863,13927,14263,14851,0)","'(21965,24008,21096,23509,20800,23116,20789,23046,0)","'(304,304,304,304,304,304,304,304,0)","'(30,-120,60,-130,80,-130,90,-100,0)","'(0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0)","",""
"80000810","(73011402,73011405)","'(76010506,76010506,76010506,76010506,0)","'(17766,18238,17939,17282,0)","'(20729,21603,22383,23247,0)","'(304,304,304,304,0)","'(150,160,-160,-140,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,90091015)",""
"80000811","(73011403,73011405)","'(76010507,76010507,76010507,76010507,0)","'(19597,22434,20022,22306,0)","'(16000,17137,15020,15306,0)","'(357,357,357,357,0)","'(20,180,30,130,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,90091019)",""
"80000812","(73011404,73011405)","'(76010508,0)","'(12042,0)","'(14169,0)","'(480,0)","'(10,0)","'(0,0)","'(0,0)","'(8,0)","'(0,0,90091016)",""
"80000901","(73011501,73011504)","'(76010600,76010600,76010600,76010600,76010600,76010600,76010600,76010600,76010600,76010600,0)","'(2890,3300,3880,3000,3620,7062,7333,7439,7833,8193,0)","'(8020,7980,8330,8560,8700,7920,8427,8108,7892,8235,0)","'(367,367,367,367,367,367,367,367,367,367,0)","'(-90,-90,-90,-90,-90,90,90,90,90,90,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0)","",""
"80000902","(73011502,73011504)","'(76010603,76010603,0)","'(5311,5863,0)","'(7400,7511,0)","'(367,367,0)","'(110,100,0)","'(0,0,0)","'(0,0,0)","'(0,0,0)","'(0,0,90091019)",""
"80000903","(73011503,73011504)","'(76010604,0)","'(5958,0)","'(5454,0)","'(530,0)","'(100,0)","'(0,0)","'(0,0)","'(11.5,0)","'(0,0,90091016)",""
"80000904","(73011501,73011504)","'(76010601,76010601,76010601,76010601,76010601,76010601,76010601,76010601,76010601,76010601,0)","'(2890,3300,3880,3000,3620,7062,7333,7439,7833,8193,0)","'(8020,7980,8330,8560,8700,7920,8427,8108,7892,8235,0)","'(367,367,367,367,367,367,367,367,367,367,0)","'(-90,-90,-90,-90,-90,90,90,90,90,90,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0)","",""
"80000905","(73011502,73011504)","'(76010605,76010605,0)","'(5311,5863,0)","'(7400,7511,0)","'(367,367,0)","'(110,100,0)","'(0,0,0)","'(0,0,0)","'(0,0,0)","'(0,0,90091019)",""
"80000906","(73011503,73011504)","'(76010606,0)","'(5958,0)","'(5454,0)","'(530,0)","'(100,0)","'(0,0)","'(0,0)","'(11.5,0)","'(0,0,90091016)",""
"80000907","(73011501,73011504)","'(76010602,76010602,76010602,76010602,76010602,76010602,76010602,76010602,76010602,76010602,0)","'(2890,3300,3880,3000,3620,7062,7333,7439,7833,8193,0)","'(8020,7980,8330,8560,8700,7920,8427,8108,7892,8235,0)","'(367,367,367,367,367,367,367,367,367,367,0)","'(-90,-90,-90,-90,-90,90,90,90,90,90,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0)","",""
"80000908","(73011502,73011504)","'(76010607,76010607,0)","'(5311,5863,0)","'(7400,7511,0)","'(367,367,0)","'(110,100,0)","'(0,0,0)","'(0,0,0)","'(0,0,0)","'(0,0,90091019)",""
"80000909","(73011503,73011504)","'(76010608,0)","'(5958,0)","'(5454,0)","'(530,0)","'(100,0)","'(0,0)","'(0,0)","'(11.5,0)","'(0,0,90091016)",""
"80001001","(73011201,73011204)","'(76010300,76010300,76010300,76010300,76010300,76010300,76010300,76010300,76010300,76010300,76010300,76010300,76010300,76010300,76010300,76010300,76010300,76010300,76010300,76010300,76010300,76010300,76010300,76010300,0)","'(1733,2465,1940,1485,2382,1541,1710,2349,1521,1779,1756,1431,2159,2851,3303,4040,4238,5051,4684,5353,5821,6378,6412,7055,0)","'(6285,5873,5342,5640,4654,4743,3829,3112,3230,2708,1550,1912,2138,1508,1896,1518,2330,2127,1797,1421,1859,2342,1426,1783,0)","'(1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,0)","'(25,150,80,35,110,30,45,120,0,80,50,0,-140,100,-105,0,-65,-130,90,115,-150,145,-170,180,0)","'(0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","",""
"80001002","(73011202,73011204)","'(76010303,76010303,76010303,76010303,76010303,0)","'(8959,8952,8373,7780,8187,0)","'(1395,2001,2641,2709,1690,0)","'(1051,1051,1051,1051,1051,0)","'(175,180,-105,-95,95,0)","'(0,0,0,0,0,0)","'(0,0,0,0,0,0)","'(0,0,0,0,0,0)","'(0,0,90091019)",""
"80001003","(73011203,73011204)","'(76010306,0)","'(5081,0)","'(6490,0)","'(500,0)","'(0,0)","'(0,0)","'(0,0)","'(16,0)","'(0,0,90091016)",""
"80001004","(73011201,73011204)","'(76010301,76010301,76010301,76010301,76010301,76010301,76010301,76010301,76010301,76010301,76010301,76010301,76010301,76010301,76010301,76010301,76010301,76010301,76010301,76010301,76010301,76010301,76010301,76010301,0)","'(1733,2465,1940,1485,2382,1541,1710,2349,1521,1779,1756,1431,2159,2851,3303,4040,4238,5051,4684,5353,5821,6378,6412,7055,0)","'(6285,5873,5342,5640,4654,4743,3829,3112,3230,2708,1550,1912,2138,1508,1896,1518,2330,2127,1797,1421,1859,2342,1426,1783,0)","'(1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,0)","'(25,150,80,35,110,30,45,120,0,80,50,0,-140,100,-105,0,-65,-130,90,115,-150,145,-170,180,0)","'(0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","",""
"80001005","(73011202,73011204)","'(76010304,76010304,76010304,76010304,76010304,0)","'(8959,8952,8373,7780,8187,0)","'(1395,2001,2641,2709,1690,0)","'(1051,1051,1051,1051,1051,0)","'(175,180,-105,-95,95,0)","'(0,0,0,0,0,0)","'(0,0,0,0,0,0)","'(0,0,0,0,0,0)","'(0,0,90091019)",""
"80001006","(73011203,73011204)","'(76010307,0)","'(5081,0)","'(6490,0)","'(500,0)","'(0,0)","'(0,0)","'(0,0)","'(16,0)","'(0,0,90091016)",""
"80001007","(73011201,73011204)","'(76010302,76010302,76010302,76010302,76010302,76010302,76010302,76010302,76010302,76010302,76010302,76010302,76010302,76010302,76010302,76010302,76010302,76010302,76010302,76010302,76010302,76010302,76010302,76010302,0)","'(1733,2465,1940,1485,2382,1541,1710,2349,1521,1779,1756,1431,2159,2851,3303,4040,4238,5051,4684,5353,5821,6378,6412,7055,0)","'(6285,5873,5342,5640,4654,4743,3829,3112,3230,2708,1550,1912,2138,1508,1896,1518,2330,2127,1797,1421,1859,2342,1426,1783,0)","'(1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,1051,0)","'(25,150,80,35,110,30,45,120,0,80,50,0,-140,100,-105,0,-65,-130,90,115,-150,145,-170,180,0)","'(0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","",""
"80001008","(73011202,73011204)","'(76010305,76010305,76010305,76010305,76010305,0)","'(8959,8952,8373,7780,8187,0)","'(1395,2001,2641,2709,1690,0)","'(1051,1051,1051,1051,1051,0)","'(175,180,-105,-95,95,0)","'(0,0,0,0,0,0)","'(0,0,0,0,0,0)","'(0,0,0,0,0,0)","'(0,0,90091019)",""
"80001009","(73011203,73011204)","'(76010308,0)","'(5081,0)","'(6490,0)","'(500,0)","'(0,0)","'(0,0)","'(0,0)","'(16,0)","'(0,0,90091016)",""
"80001101","(73011301,73011305)","'(76010400,76010400,76010400,76010400,0)","'(7535,8440,7540,8445,0)","'(21695,21750,20870,20790,0)","'(10,10,10,10,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80001102","'(73011302,73011303,73011305)","'(76010403,76010403,76010403,76010403,76010403,76010403,76010403,76010403,76010403,76010406,0)","'(7080,8825,9720,9975,9730,7975,6435,6065,6470,8060,0)","'(16670,16810,16205,15025,13425,12335,13100,14795,15785,14555,0)","'(715,715,715,715,715,715,715,715,715,715,0)","'(90,90,90,90,90,90,90,90,90,90,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,90091019)",""
"80001103","(73011304,73011305)","'(76010409,0)","'(8060,0)","'(14555,0)","'(715,0)","'(90,0)","'(0,0)","'(0,0)","'(16.5,0)","'(0,0,90091016)",""
"80001104","(73011301,73011305)","'(76010401,76010401,76010401,76010401,0)","'(7535,8440,7540,8445,0)","'(21695,21750,20870,20790,0)","'(10,10,10,10,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80001105","(73011302,73011305)","'(76010404,76010404,76010404,76010404,76010404,76010404,76010404,76010404,76010404,76010407,0)","'(7080,8825,9720,9975,9730,7975,6435,6065,6470,8060,0)","'(16670,16810,16205,15025,13425,12335,13100,14795,15785,14555,0)","'(715,715,715,715,715,715,715,715,715,715,0)","'(90,90,90,90,90,90,90,90,90,90,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,90091019)",""
"80001106","(73011304,73011305)","'(76010410,0)","'(8060,0)","'(14555,0)","'(715,0)","'(90,0)","'(0,0)","'(0,0)","'(16.5,0)","'(0,0,90091016)",""
"80001107","(73011301,73011305)","'(76010402,76010402,76010402,76010402,0)","'(7535,8440,7540,8445,0)","'(21695,21750,20870,20790,0)","'(10,10,10,10,0)","'(90,90,90,90,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","'(0,0,0,0,0)","",""
"80001108","(73011302,73011305)","'(76010405,76010405,76010405,76010405,76010405,76010405,76010405,76010405,76010405,76010408,0)","'(7080,8825,9720,9975,9730,7975,6435,6065,6470,8060,0)","'(16670,16810,16205,15025,13425,12335,13100,14795,15785,14555,0)","'(715,715,715,715,715,715,715,715,715,715,0)","'(90,90,90,90,90,90,90,90,90,90,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,90091019)",""
"80001109","(73011304,73011305)","'(76010411,0)","'(8060,0)","'(14555,0)","'(715,0)","'(90,0)","'(0,0)","'(0,0)","'(16.5,0)","'(0,0,90091016)",""
"80001201","(73011101,73011104)","'(76011000,76011000,76011000,76011000,76011000,76011000,76011000,76011000,76011000,76011000,76011000,76011000,76011000,76011000,76011000,76011000,76011000,76011000,0)","'(5569,5421,5013,4435,3745,2974,2259,1706,1292,1178,5446,5048,4509,3929,3172,2432,1823,1392,0)","'(6143,5387,4731,4239,3925,4000,4150,4721,5392,6115,6868,7542,8038,8241,8338,8117,7656,7037,0)","'(1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,0)","'(0,-20,-40,-60,-80,-100,-115,-140,-160,175,20,40,55,75,95,115,135,155,0)","'(0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","",""
"80001202","(73011102,73011104)","'(76011003,76011003,76011003,76011003,76011003,76011003,76011003,76011003,76011003,0)","'(3359,1494,5203,3349,3349,2096,4557,4586,2036,0)","'(6135,6125,6125,4237,7960,7423,4782,7458,4845,0)","'(1147,1147,1147,1147,1147,1147,1147,1147,1147,0)","'(0,0,180,90,-90,-45,130,-130,45,0)","'(0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0)","'(0,0,90091019)",""
"80001203","(73011103,73011104)","'(76011006,0)","'(3320,0)","'(6140,0)","'(1639,0)","'(0,0)","'(0,0)","'(0,0)","'(14,0)","'(0,0,90091016)",""
"80001204","(73011101,73011104)","'(76011001,76011001,76011001,76011001,76011001,76011001,76011001,76011001,76011001,76011001,76011001,76011001,76011001,76011001,76011001,76011001,76011001,76011001,0)","'(5569,5421,5013,4435,3745,2974,2259,1706,1292,1178,5446,5048,4509,3929,3172,2432,1823,1392,0)","'(6143,5387,4731,4239,3925,4000,4150,4721,5392,6115,6868,7542,8038,8241,8338,8117,7656,7037,0)","'(1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,0)","'(0,-20,-40,-60,-80,-100,-115,-140,-160,175,20,40,55,75,95,115,135,155,0)","'(0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","",""
"80001205","(73011102,73011104)","'(76011004,76011004,76011004,76011004,76011004,76011004,76011004,76011004,76011004,0)","'(3359,1494,5203,3349,3349,2096,4557,4586,2036,0)","'(6135,6125,6125,4237,7960,7423,4782,7458,4845,0)","'(1147,1147,1147,1147,1147,1147,1147,1147,1147,0)","'(0,0,180,90,-90,-45,130,-130,45,0)","'(0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0)","'(0,0,90091019)",""
"80001206","(73011103,73011104)","'(76011007,0)","'(3320,0)","'(6140,0)","'(1639,0)","'(0,0)","'(0,0)","'(0,0)","'(14,0)","'(0,0,90091016)",""
"80001207","(73011101,73011104)","'(76011002,76011002,76011002,76011002,76011002,76011002,76011002,76011002,76011002,76011002,76011002,76011002,76011002,76011002,76011002,76011002,76011002,76011002,0)","'(5569,5421,5013,4435,3745,2974,2259,1706,1292,1178,5446,5048,4509,3929,3172,2432,1823,1392,0)","'(6143,5387,4731,4239,3925,4000,4150,4721,5392,6115,6868,7542,8038,8241,8338,8117,7656,7037,0)","'(1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,1147,0)","'(0,-20,-40,-60,-80,-100,-115,-140,-160,175,20,40,55,75,95,115,135,155,0)","'(0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0)","",""
"80001208","(73011102,73011104)","'(76011005,76011005,76011005,76011005,76011005,76011005,76011005,76011005,76011005,0)","'(3359,1494,5203,3349,3349,2096,4557,4586,2036,0)","'(6135,6125,6125,4237,7960,7423,4782,7458,4845,0)","'(1147,1147,1147,1147,1147,1147,1147,1147,1147,0)","'(0,0,180,90,-90,-45,130,-130,45,0)","'(0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0)","'(0,0,90091019)",""
"80001209","(73011103,73011104)","'(76011008,0)","'(3320,0)","'(6140,0)","'(1639,0)","'(0,0)","'(0,0)","'(0,0)","'(14,0)","'(0,0,90091016)",""
"80001210","(73011105,73011109)","'(76990311,76990311,76990311,76990311,76990311,76990311,76990311,76990311,76990311,76990311,0)","'(10358,10510,11198,10562,10701,10461,10936,10763,10703,10958,0)","'(19624,19406,19887,19794,20190,20080,20053,19933,19515,19677,0)","'(1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,0)","'(100,100,100,100,100,100,100,100,100,100,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0)","",""
"80001211","(73011106,73011109)","'(76990312,76990312,76990312,76990312,76990312,76990312,76990312,76990312,76990312,76990312,0)","'(11777,11777,12075,11527,11777,11261,12110,11776,11502,12107,0)","'(17292,16941,17010,17700,17818,17440,17673,17545,17257,17343,0)","'(1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,0)","'(100,100,100,100,100,100,100,100,100,100,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,90091019)",""
"80001212","(73011107,73011109)","'(76990313,76990313,76990313,76990313,76990313,76990313,76990313,76990313,76990313,76990313,0)","'(13791,13384,13455,13832,13275,13977,14197,13148,13100,13331,0)","'(15529,15478,15864,15864,15217,15210,15733,15117,15678,16211,0)","'(1243,1243,1243,1243,1243,1243,1243,1243,1243,1243,0)","'(130,130,130,130,130,130,130,130,130,130,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,90091019)",""
"80001213","(73011108,73011109)","'(76990314,0)","'(16734,0)","'(14021,0)","'(1726,0)","'(170,0)","'(0,0)","'(0,0)","'(14,0)","'(0,0,90091016)",""
"80001214","(73011105,73011109)","'(76990311,76990311,76990311,76990311,76990311,76990311,76990311,76990311,76990311,76990311,0)","'(10358,10510,11198,10562,10701,10461,10936,10763,10703,10958,0)","'(19624,19406,19887,19794,20190,20080,20053,19933,19515,19677,0)","'(1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,0)","'(100,100,100,100,100,100,100,100,100,100,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0)","",""
"80001215","(73011106,73011109)","'(76990312,76990312,76990312,76990312,76990312,76990312,76990312,76990312,76990312,76990312,0)","'(11777,11777,12075,11527,11777,11261,12110,11776,11502,12107,0)","'(17292,16941,17010,17700,17818,17440,17673,17545,17257,17343,0)","'(1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,0)","'(100,100,100,100,100,100,100,100,100,100,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,90091019)",""
"80001216","(73011107,73011109)","'(76990313,76990313,76990313,76990313,76990313,76990313,76990313,76990313,76990313,76990313,0)","'(13791,13384,13455,13832,13275,13977,14197,13148,13100,13331,0)","'(15529,15478,15864,15864,15217,15210,15733,15117,15678,16211,0)","'(1243,1243,1243,1243,1243,1243,1243,1243,1243,1243,0)","'(130,130,130,130,130,130,130,130,130,130,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,90091019)",""
"80001217","(73011108,73011109)","'(76990314,0)","'(16734,0)","'(14021,0)","'(1726,0)","'(170,0)","'(0,0)","'(0,0)","'(14,0)","'(0,0,90091016)",""
"80001218","(73011105,73011109)","'(76990311,76990311,76990311,76990311,76990311,76990311,76990311,76990311,76990311,76990311,0)","'(10358,10510,11198,10562,10701,10461,10936,10763,10703,10958,0)","'(19624,19406,19887,19794,20190,20080,20053,19933,19515,19677,0)","'(1043,1043,1043,1043,1043,1043,1043,1043,1043,1043,0)","'(100,100,100,100,100,100,100,100,100,100,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0)","",""
"80001219","(73011106,73011109)","'(76990312,76990312,76990312,76990312,76990312,76990312,76990312,76990312,76990312,76990312,0)","'(11777,11777,12075,11527,11777,11261,12110,11776,11502,12107,0)","'(17292,16941,17010,17700,17818,17440,17673,17545,17257,17343,0)","'(1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,0)","'(100,100,100,100,100,100,100,100,100,100,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,90091019)",""
"80001220","(73011107,73011109)","'(76990313,76990313,76990313,76990313,76990313,76990313,76990313,76990313,76990313,76990313,0)","'(13791,13384,13455,13832,13275,13977,14197,13148,13100,13331,0)","'(15529,15478,15864,15864,15217,15210,15733,15117,15678,16211,0)","'(1243,1243,1243,1243,1243,1243,1243,1243,1243,1243,0)","'(130,130,130,130,130,130,130,130,130,130,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0,0)","'(0,0,90091019)",""
"80001221","(73011108,73011109)","'(76990314,0)","'(16734,0)","'(14021,0)","'(1726,0)","'(170,0)","'(0,0)","'(0,0)","'(14,0)","'(0,0,90091016)",""
"80001222","(73011110,73011114)","'(76990315,76990315,76990315,76990315,76990315,76990315,76990315,76990315,76990315,0)","'(4912,4625,4943,4604,5287,4936,4584,5253,5277,0)","'(13036,13616,13619,13336,13293,13350,13014,13031,13602,0)","'(541,541,541,541,541,541,541,541,541,0)","'(90,90,90,90,90,90,90,90,90,0)","'(0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0)","'(0,0,0,0,0,0,0,0,0,0)","",""
