"AttributeId","UpgradeCost","RecoveryReward","Notice_id","DiamondRecoveryMoney","DiamondRecoveryCost","UpgradeNeedNum"
"54052004","(10,868)","(10,2182)","","(10,3364)","(4,43)",""
"54052005","(10,936)","(10,2616)","","(10,4232)","(4,60)",""
"54052006","(10,1020)","(10,3084)","","(10,5168)","(4,78)",""
"54052007","(10,1122)","(10,3594)","","(10,6188)","(4,96)",""
"54052008","(10,1242)","(10,4156)","","(10,7310)","(4,117)",""
"54052009","(10,1378)","(10,4776)","","(10,8552)","(4,141)",""
"54052010","(10,1530)","(10,5466)","","(10,9930)","(4,166)",""
"54052011","(10,1700)","(10,6230)","","(10,11460)","(4,195)",""
"54052012","(10,1888)","(10,7080)","","(10,13160)","(4,226)",""
"54052013","(10,2092)","(10,8024)","","(10,15048)","(4,262)",""
"54052014","(10,2312)","(10,9070)","","(10,17140)","(4,301)",""
"54052015","(10,2550)","(10,10226)","","(10,19452)","(4,345)",""
"54052016","(10,2806)","(10,11502)","","(10,22002)","(4,393)",""
"54052017","(10,3078)","(10,12904)","","(10,24808)","(4,445)",""
"54052018","(10,3366)","(10,14444)","","(10,27886)","(4,504)",""
"54052019","(10,3672)","(10,16126)","93000163","(10,31252)","(4,567)",""
"54052020","(10,3996)","(10,17962)","","(10,34924)","(4,636)",""
"54052021","(10,4336)","(10,19960)","","(10,38920)","(4,709)",""
"54052022","(10,4692)","(10,22128)","","(10,43256)","(4,792)",""
"54052023","(10,5066)","(10,24474)","","(10,47948)","(4,879)",""
"54052024","(10,5458)","(10,27008)","","(10,53014)","(4,975)",""
"54052025","(10,5866)","(10,29736)","","(10,58472)","(4,1077)",""
"54052026","(10,6290)","(10,32670)","","(10,64338)","(4,1186)",""
"54052027","(10,6732)","(10,35814)","","(10,70628)","(4,1305)",""
"54052028","(10,7192)","(10,39180)","","(10,77360)","(4,1431)",""
"54052029","(10,7668)","(10,42776)","93000163","(10,84552)","(4,1566)",""
"54052030","(10,8160)","(10,46610)","","(10,92220)","(4,1710)",""
"54052031","(10,8670)","(10,50690)","","(10,100380)","(4,1863)",""
"54052032","(10,9198)","(10,55026)","","(10,109050)","(4,2025)",""
"54052033","(10,9742)","(10,59624)","","(10,118248)","(4,2197)",""
"54052034","(10,10302)","(10,64496)","","(10,127990)","(4,2380)",""
"54052035","(10,10880)","(10,69646)","","(10,138292)","(4,2574)",""
"54052036","(10,11476)","(10,75086)","","(10,149172)","(4,2778)",""
"54052037","(10,12088)","(10,80824)","","(10,160648)","(4,2992)",""
"54052038","(10,12716)","(10,86868)","","(10,172736)","(4,3219)",""
"54052039","(10,13362)","(10,93226)","93000163","(10,185452)","(4,3457)",""
"54052040","(10,14026)","(10,99908)","","(10,198814)","(4,3708)",""
"54052041","(10,14706)","(10,106920)","","(10,212840)","(4,3970)",""
"54052042","(10,15402)","(10,114274)","","(10,227546)","(4,4246)",""
"54052043","(10,16116)","(10,121974)","","(10,242948)","(4,4536)",""
"54052044","(10,16848)","(10,130032)","","(10,259064)","(4,4837)",""
"54052045","(10,17596)","(10,138456)","","(10,275912)","(4,5154)",""
"54052046","(10,18360)","(10,147254)","","(10,293508)","(4,5484)",""
"54052047","(10,19142)","(10,156434)","","(10,311868)","(4,5827)",""
"54052048","(10,19942)","(10,166006)","","(10,331010)","(4,6187)",""
"54052049","(10,20758)","(10,175976)","93000164","(10,350952)","(4,6561)",""
"54052050","(10,21590)","(10,186356)","","(10,371710)","(4,6949)",""
"54052051","(10,22440)","(10,197150)","","(10,393300)","(4,7354)",""
"54052052","(10,23308)","(10,208370)","","(10,415740)","(4,7776)",""
"54052053","(10,24192)","(10,220024)","","(10,439048)","(4,8212)",""
"54052054","(10,25092)","(10,232120)","","(10,463240)","(4,8665)",""
"54052055","(10,26010)","(10,244666)","","(10,488332)","(4,9136)",""
"54052056","(10,26946)","(10,257672)","","(10,514342)","(4,9624)",""
"54052057","(10,27898)","(10,271144)","","(10,541288)","(4,10129)",""
"54052058","(10,28866)","(10,285094)","","(10,569186)","(4,10653)",""
"54052059","(10,29852)","(10,299526)","93000164","(10,598052)","(4,11194)",""
"54052060","(10,30856)","(10,314452)","","(10,627904)","(4,11754)",""
"54052061","(10,31876)","(10,329880)","","(10,658760)","(4,12331)",""
"54052062","(10,32912)","(10,345818)","","(10,690636)","(4,12930)",""
"54052063","(10,33966)","(10,362274)","","(10,723548)","(4,13546)",""
"54052064","(10,35038)","(10,379258)","","(10,757514)","(4,14184)",""
"54052065","(10,36126)","(10,396776)","","(10,792552)","(4,14841)",""
"54052066","(10,37230)","(10,414840)","","(10,828678)","(4,15517)",""
"54052067","(10,38352)","(10,433454)","","(10,865908)","(4,16216)",""
"54052068","(10,39492)","(10,452630)","","(10,904260)","(4,16935)",""
"54052069","(10,40648)","(10,472376)","93000164","(10,943752)","(4,17676)",""
"54052070","(10,41820)","(10,492700)","","(10,984400)","(4,18438)",""
"54052071","(10,43010)","(10,513610)","","(10,1026220)","(4,19222)",""
"54052072","(10,44218)","(10,535116)","","(10,1069230)","(4,20028)",""
"54052073","(10,45442)","(10,557224)","","(10,1113448)","(4,20857)",""
"54052074","(10,46682)","(10,579946)","","(10,1158890)","(4,21709)",""
"54052075","(10,47940)","(10,603286)","","(10,1205572)","(4,22585)",""
"54052076","(10,49216)","(10,627256)","","(10,1253512)","(4,23484)",""
"54052077","(10,50508)","(10,651864)","","(10,1302728)","(4,24406)",""
"54052078","(10,51816)","(10,677118)","","(10,1353236)","(4,25353)",""
"54052079","(10,53142)","(10,703026)","93000164","(10,1405052)","(4,26325)",""
"54052080","(10,54486)","(10,729598)","","(10,1458194)","(4,27321)",""
"54052081","(10,55846)","(10,756840)","","(10,1512680)","(4,28342)",""
"54052082","(10,57222)","(10,784764)","","(10,1568526)","(4,29391)",""
"54052083","(10,58616)","(10,813374)","","(10,1625748)","(4,30463)",""
"54052084","(10,60028)","(10,842682)","","(10,1684364)","(4,31563)",""
"54052085","(10,61456)","(10,872696)","","(10,1744392)","(4,32688)",""
"54052086","(10,62900)","(10,903424)","","(10,1805848)","(4,33840)",""
"54052087","(10,64362)","(10,934874)","","(10,1868748)","(4,35019)",""
"54052088","(10,65842)","(10,967056)","","(10,1933110)","(4,36226)",""
"54052089","(10,67338)","(10,999976)","93000164","(10,1998952)","(4,37461)",""
"54052090","(10,68850)","(10,1033646)","","(10,2066290)","(4,38724)",""
"54052091","(10,70380)","(10,1068070)","","(10,2135140)","(4,40014)",""
"54052092","(10,71928)","(10,1103260)","","(10,2205520)","(4,41334)",""
"54052093","(10,73492)","(10,1139224)","","(10,2277448)","(4,42682)",""
"54052094","(10,75072)","(10,1175970)","","(10,2350940)","(4,44061)",""
"54052095","(10,76670)","(10,1213506)","","(10,2426012)","(4,45468)",""
"54052096","(10,78286)","(10,1251842)","","(10,2502682)","(4,46905)",""
"54052097","(10,79918)","(10,1290984)","","(10,2580968)","(4,48373)",""
"54052098","(10,81566)","(10,1330944)","","(10,2660886)","(4,49872)",""
"54052099","(10,83232)","(10,1371726)","93000164","(10,2742452)","(4,51402)",""
"54052100","(10,84916)","(10,1413342)","","(10,2825684)","(4,52962)",""
"54052101","(10,86616)","(10,1455800)","","(10,2910600)","(4,54553)",""
"54052102","(10,88332)","(10,1499108)","","(10,2997216)","(4,56178)",""
"54052103","(10,90066)","(10,1543274)","","(10,3085548)","(4,57834)",""
"54052104","(10,91818)","(10,1588308)","","(10,3175614)","(4,59523)",""
"54052105","(10,93586)","(10,1634216)","","(10,3267432)","(4,61245)",""
"54052106","(10,95370)","(10,1681010)","","(10,3361018)","(4,63000)",""
"54052107","(10,97172)","(10,1728694)","","(10,3456388)","(4,64788)",""
"54052108","(10,98992)","(10,1777280)","","(10,3553560)","(4,66609)",""
"54052109","(10,100828)","(10,1826776)","","(10,3652552)","(4,68466)",""
"54052110","(10,102680)","(10,1877190)","","(10,3753380)","(4,70356)",""
"54052111","(10,104550)","(10,1928530)","","(10,3856060)","(4,72282)",""
"54052112","(10,106438)","(10,1980806)","","(10,3960610)","(4,74242)",""
"54052113","(10,108342)","(10,2034024)","","(10,4067048)","(4,76237)",""
"54052114","(10,110262)","(10,2088196)","","(10,4175390)","(4,78268)",""
"54052115","(10,112200)","(10,2143326)","","(10,4285652)","(4,80337)",""
"54052116","(10,114156)","(10,2199426)","","(10,4397852)","(4,82440)",""
"54052117","(10,116128)","(10,2256504)","","(10,4512008)","(4,84580)",""
"54052118","(10,118116)","(10,2314568)","","(10,4628136)","(4,86758)",""
"54052119","(10,120122)","(10,2373626)","93000164","(10,4746252)","(4,88972)",""
"54052120","(10,122146)","(10,2433688)","","(10,4866374)","(4,91225)",""
"54052121","(10,124186)","(10,2494760)","","(10,4988520)","(4,93514)",""
"54052122","(10,126242)","(10,2556854)","","(10,5112706)","(4,95844)",""
"54052123","(10,128316)","(10,2619974)","","(10,5238948)","(4,98211)",""
"54052124","(10,130408)","(10,2684132)","","(10,5367264)","(4,100617)",""
"54052125","(10,132516)","(10,2749336)","","(10,5497672)","(4,103062)",""
"54052126","(10,134640)","(10,2815594)","","(10,5630188)","(4,105546)",""
"54052127","(10,136782)","(10,2882914)","","(10,5764828)","(4,108070)",""
"54052128","(10,138942)","(10,2951306)","","(10,5901610)","(4,110635)",""
"54052129","(10,141118)","(10,3020776)","","(10,6040552)","(4,113241)",""
"54052130","(10,143310)","(10,3091336)","","(10,6181670)","(4,115887)",""
"54052131","(10,145520)","(10,3162990)","","(10,6324980)","(4,118573)",""
"54052132","(10,147748)","(10,3235750)","","(10,6470500)","(4,121302)",""
"54052133","(10,149992)","(10,3309624)","","(10,6618248)","(4,124072)",""
"54052134","(10,152252)","(10,3384620)","","(10,6768240)","(4,126885)",""
"54052135","(10,154530)","(10,3460746)","","(10,6920492)","(4,129739)",""
"54052136","(10,156826)","(10,3538012)","","(10,7075022)","(4,132637)",""
"54052137","(10,159138)","(10,3616424)","","(10,7231848)","(4,135577)",""
"54052138","(10,161466)","(10,3695994)","","(10,7390986)","(4,138561)",""
"54052139","(10,163812)","(10,3776726)","93000164","(10,7552452)","(4,141589)",""
"54052140","(10,166176)","(10,3858632)","","(10,7716264)","(4,144660)",""
"54052141","(10,168556)","(10,3941720)","","(10,7882440)","(4,147775)",""
"54052142","(10,170952)","(10,4025998)","","(10,8050996)","(4,150936)",""
"54052143","(10,173366)","(10,4111474)","","(10,8221948)","(4,154141)",""
"54052144","(10,175798)","(10,4198158)","","(10,8395314)","(4,157392)",""
"54052145","(10,178246)","(10,4286056)","","(10,8571112)","(4,160689)",""
"54052146","(10,180710)","(10,4375180)","","(10,8749358)","(4,164031)",""
"54052147","(10,183192)","(10,4465534)","","(10,8930068)","(4,167419)",""
"54052148","(10,185692)","(10,4557130)","","(10,9113260)","(4,170854)",""
"54052149","(10,188208)","(10,4649976)","","(10,9298952)","(4,174336)",""
"54052150","(10,190740)","(10,4744080)","","(10,9487160)","(4,177864)",""
"54052151","(10,193290)","(10,4839450)","","(10,9677900)","(4,181441)",""
"54052152","(10,195858)","(10,4936096)","","(10,9871190)","(4,185065)",""
"54052153","(10,198442)","(10,5034024)","","(10,10067048)","(4,188737)",""
"54052154","(10,201042)","(10,5133246)","","(10,10265490)","(4,192459)",""
"54052155","(10,203660)","(10,5233766)","","(10,10466532)","(4,196228)",""
"54052156","(10,206296)","(10,5335596)","","(10,10670192)","(4,200046)",""
"54052157","(10,208948)","(10,5438744)","","(10,10876488)","(4,203914)",""
"54052158","(10,211616)","(10,5543218)","","(10,11085436)","(4,207832)",""
"54052159","(10,214302)","(10,5649026)","93000164","(10,11297052)","(4,211800)",""
"54052160","(10,217006)","(10,5756178)","","(10,11511354)","(4,215818)",""
"54052161","(10,219726)","(10,5864680)","","(10,11728360)","(4,219886)",""
"54052162","(10,222462)","(10,5974544)","","(10,11948086)","(4,224007)",""
"54052163","(10,225216)","(10,6085774)","","(10,12170548)","(4,228178)",""
"54052164","(10,227988)","(10,6198382)","","(10,12395764)","(4,232401)",""
"54052165","(10,230776)","(10,6312376)","","(10,12623752)","(4,236676)",""
"54052166","(10,233580)","(10,6427764)","","(10,12854528)","(4,241003)",""
"54052167","(10,236402)","(10,6544554)","","(10,13088108)","(4,245382)",""
"54052168","(10,239242)","(10,6662756)","","(10,13324510)","(4,249814)",""
"54052169","(10,242098)","(10,6782376)","","(10,13563752)","(4,254301)",""
"54052170","(10,244970)","(10,6903426)","","(10,13805850)","(4,258840)",""
"54052171","(10,247860)","(10,7025910)","","(10,14050820)","(4,263433)",""
"54052172","(10,250768)","(10,7149840)","","(10,14298680)","(4,268080)",""
"54052173","(10,253692)","(10,7275224)","","(10,14549448)","(4,272782)",""
"54052174","(10,256632)","(10,7402070)","","(10,14803140)","(4,277539)",""
"54052175","(10,259590)","(10,7530386)","","(10,15059772)","(4,282351)",""
"54052176","(10,262566)","(10,7660182)","","(10,15319362)","(4,287218)",""
"54052177","(10,265558)","(10,7791464)","","(10,15581928)","(4,292141)",""
"54052178","(10,268566)","(10,7924244)","","(10,15847486)","(4,297121)",""
"54052179","(10,271592)","(10,8058526)","93000164","(10,16116052)","(4,302157)",""
"54052180","(10,274636)","(10,8194322)","","(10,16387644)","(4,307249)",""
"54052181","(10,277696)","(10,8331640)","","(10,16662280)","(4,312397)",""
"54052182","(10,280772)","(10,8470488)","","(10,16939976)","(4,317605)",""
"54052183","(10,283866)","(10,8610874)","","(10,17220748)","(4,322869)",""
"54052184","(10,286978)","(10,8752808)","","(10,17504614)","(4,328192)",""
"54052185","(10,290106)","(10,8896296)","","(10,17791592)","(4,333573)",""
"54052186","(10,293250)","(10,9041350)","","(10,18081698)","(4,339012)",""
"54052187","(10,296412)","(10,9187974)","","(10,18374948)","(4,344511)",""
"54052188","(10,299592)","(10,9336180)","","(10,18671360)","(4,350068)",""
"54052189","(10,302788)","(10,9485976)","","(10,18970952)","(4,355686)",""
"54052190","(10,306000)","(10,9637370)","","(10,19273740)","(4,361363)",""
"54052191","(10,309230)","(10,9790370)","","(10,19579740)","(4,367101)",""
"54052192","(10,312478)","(10,9944986)","","(10,19888970)","(4,372898)",""
"54052193","(10,315742)","(10,10101224)","","(10,20201448)","(4,378757)",""
"54052194","(10,319022)","(10,10259096)","","(10,20517190)","(4,384678)",""
"54052195","(10,322320)","(10,10418606)","","(10,20836212)","(4,390660)",""
"54052196","(10,325636)","(10,10579766)","","(10,21158532)","(4,396703)",""
"54052197","(10,328968)","(10,10742584)","","(10,21484168)","(4,402808)",""
"54052198","(10,332316)","(10,10907068)","","(10,21813136)","(4,408976)",""
"54052199","(10,335682)","(10,11073226)","93000164","(10,22145452)","(4,415207)",""
"54052200","(10,339066)","(10,11241068)","","(10,22481134)","(4,421501)",""
"54052201","(10,342466)","(10,11410600)","","(10,22820200)","(4,427858)",""
"54052202","(10,345882)","(10,11581834)","","(10,23162666)","(4,434280)",""
"54052203","(10,349316)","(10,11754774)","","(10,23508548)","(4,440766)",""
"54052204","(10,352768)","(10,11929432)","","(10,23857864)","(4,447315)",""
"54052205","(10,356236)","(10,12105816)","","(10,24210632)","(4,453930)",""
"54052206","(10,359720)","(10,12283934)","","(10,24566868)","(4,460609)",""
"54052207","(10,363222)","(10,12463794)","","(10,24926588)","(4,467353)",""
"54052208","(10,366742)","(10,12645406)","","(10,25289810)","(4,474165)",""
"54052209","(10,370278)","(10,12828776)","","(10,25656552)","(4,481041)",""
"54052210","(10,373830)","(10,13013916)","","(10,26026830)","(4,487983)",""
"54052211","(10,377400)","(10,13200830)","","(10,26400660)","(4,494992)",""
"54052212","(10,380988)","(10,13389530)","","(10,26778060)","(4,502069)",""
"54052213","(10,384592)","(10,13580024)","","(10,27159048)","(4,509212)",""
"54052214","(10,388212)","(10,13772320)","","(10,27543640)","(4,516423)",""
"54052215","(10,391850)","(10,13966426)","","(10,27931852)","(4,523702)",""
"54052216","(10,395506)","(10,14162352)","","(10,28323702)","(4,531049)",""
"54052217","(10,399178)","(10,14360104)","","(10,28719208)","(4,538465)",""
"54052218","(10,402866)","(10,14559694)","","(10,29118386)","(4,545950)",""
"54052219","(10,406572)","(10,14761126)","","(10,29521252)","(4,553504)",""
"54052220","(10,410296)","(10,14964412)","","(10,29927824)","(4,561127)",""
"54052221","(10,414036)","(10,15169560)","","(10,30338120)","(4,568819)",""
"54052222","(10,417792)","(10,15376578)","","(10,30752156)","(4,576583)",""
"54052223","(10,421566)","(10,15585474)","","(10,31169948)","(4,584416)",""
"54052224","(10,425358)","(10,15796258)","93000164","(10,31591514)","(4,592321)",""
"54052225","(10,429166)","(10,16008936)","","(10,32016872)","(4,600297)",""
"54052226","(10,432990)","(10,16223520)","","(10,32446038)","(4,608343)",""
"54052227","(10,436832)","(10,16440014)","","(10,32879028)","(4,616462)",""
"54052228","(10,440692)","(10,16658430)","","(10,33315860)","(4,624652)",""
"54052229","(10,444568)","(10,16878776)","","(10,33756552)","(4,632916)",""
"54052230","(10,448460)","(10,17101060)","","(10,34201120)","(4,641251)",""
"54052231","(10,452370)","(10,17325290)","","(10,34649580)","(4,649660)",""
"54052232","(10,456298)","(10,17551476)","","(10,35101950)","(4,658141)",""
"54052233","(10,460242)","(10,17779624)","","(10,35558248)","(4,666697)",""
"54052234","(10,464202)","(10,18009746)","","(10,36018490)","(4,675327)",""
"54052235","(10,468180)","(10,18241846)","","(10,36482692)","(4,684031)",""
"54052236","(10,472176)","(10,18475936)","","(10,36950872)","(4,692809)",""
"54052237","(10,476188)","(10,18712024)","","(10,37423048)","(4,701662)",""
"54052238","(10,480216)","(10,18950118)","","(10,37899236)","(4,710590)",""
"54052239","(10,484262)","(10,19190226)","","(10,38379452)","(4,719595)",""
"54052240","(10,488326)","(10,19432358)","","(10,38863714)","(4,728674)",""
"54052241","(10,492406)","(10,19676520)","","(10,39352040)","(4,737830)",""
"54052242","(10,496502)","(10,19922724)","","(10,39844446)","(4,747064)",""
"54052243","(10,500616)","(10,20170974)","","(10,40340948)","(4,756373)",""
"54052244","(10,504748)","(10,20421282)","","(10,40841564)","(4,765760)",""
"54052245","(10,508896)","(10,20673656)","","(10,41346312)","(4,775224)",""
"54052246","(10,513060)","(10,20928104)","","(10,41855208)","(4,784765)",""
"54052247","(10,517242)","(10,21184634)","","(10,42368268)","(4,794385)",""
"54052248","(10,521442)","(10,21443256)","","(10,42885510)","(4,804084)",""
"54052249","(10,525658)","(10,21703976)","93000164","(10,43406952)","(4,813861)",""
"54052250","","(10,21966806)","","(10,43932610)","(4,823717)",""
"54053001","(10,1212)","(10,1600)","","","",""
"54053002","(10,1242)","(10,2206)","","(10,2812)","(4,28)",""
"54053003","(10,1287)","(10,2827)","","(10,4054)","(4,57)",""
"54053004","(10,1346)","(10,3471)","","(10,5341)","(4,87)",""
"54053005","(10,1417)","(10,4144)","","(10,6687)","(4,119)",""
"54053006","(10,1502)","(10,4853)","","(10,8104)","(4,153)",""
"54053007","(10,1598)","(10,5604)","","(10,9606)","(4,189)",""
"54053008","(10,1707)","(10,6403)","","(10,11204)","(4,228)",""
"54053009","(10,1826)","(10,7257)","","(10,12911)","(4,269)",""
"54053010","(10,1957)","(10,8170)","","(10,14737)","(4,313)",""
"54053011","(10,2099)","(10,9149)","","(10,16694)","(4,360)",""
"54053012","(10,2251)","(10,10199)","","(10,18793)","(4,411)",""
"54053013","(10,2414)","(10,11325)","","(10,21044)","(4,466)",""
"54053014","(10,2587)","(10,12532)","","(10,23458)","(4,525)",""
"54053015","(10,2771)","(10,13826)","","(10,26045)","(4,588)",""
"54053016","(10,2964)","(10,15212)","","(10,28816)","(4,655)",""
"54053017","(10,3168)","(10,16694)","","(10,31780)","(4,727)",""
"54053018","(10,3381)","(10,18278)","","(10,34948)","(4,804)",""
"54053019","(10,3604)","(10,19969)","93000163","(10,38329)","(4,886)",""
"54053020","(10,3837)","(10,21771)","","(10,41933)","(4,973)",""
"54053021","(10,4079)","(10,23690)","","(10,45770)","(4,1066)",""
"54053022","(10,4330)","(10,25730)","","(10,49849)","(4,1165)",""
"54053023","(10,4591)","(10,27895)","","(10,54179)","(4,1269)",""
"54053024","(10,4861)","(10,30191)","","(10,58770)","(4,1380)",""
"54053025","(10,5140)","(10,32622)","","(10,63631)","(4,1497)",""
"54053026","(10,5428)","(10,35192)","","(10,68771)","(4,1621)",""
"54053027","(10,5725)","(10,37906)","","(10,74199)","(4,1752)",""
"54053028","(10,6031)","(10,40769)","","(10,79924)","(4,1890)",""
"54053029","(10,6346)","(10,43785)","93000163","(10,85955)","(4,2035)",""
"54053030","(10,6670)","(10,46958)","","(10,92301)","(4,2187)",""
"54053031","(10,7003)","(10,50293)","","(10,98971)","(4,2347)",""
"54053032","(10,7344)","(10,53795)","","(10,105974)","(4,2515)",""
"54053033","(10,7694)","(10,57467)","","(10,113318)","(4,2691)",""
"54053034","(10,8052)","(10,61314)","","(10,121012)","(4,2875)",""
"54053035","(10,8419)","(10,65340)","","(10,129064)","(4,3067)",""
"54053036","(10,8795)","(10,69550)","","(10,137483)","(4,3268)",""
"54053037","(10,9179)","(10,73948)","","(10,146278)","(4,3478)",""
"54053038","(10,9571)","(10,78538)","","(10,155457)","(4,3697)",""
"54053039","(10,9972)","(10,83324)","93000163","(10,165028)","(4,3925)",""
"54053040","(10,10381)","(10,88310)","","(10,175000)","(4,4162)",""
"54053041","(10,10798)","(10,93501)","","(10,185381)","(4,4409)",""
"54053042","(10,11224)","(10,98900)","","(10,196179)","(4,4666)",""
"54053043","(10,11657)","(10,104512)","","(10,207403)","(4,4933)",""
"54053044","(10,12099)","(10,110341)","","(10,219060)","(4,5210)",""
"54053045","(10,12549)","(10,116391)","","(10,231159)","(4,5497)",""
"54053046","(10,13007)","(10,122666)","","(10,243708)","(4,5795)",""
"54053047","(10,13473)","(10,129170)","","(10,256715)","(4,6104)",""
"54053048","(10,13947)","(10,135907)","","(10,270188)","(4,6423)",""
"54053049","(10,14429)","(10,142881)","93000164","(10,284135)","(4,6754)",""
"54053050","(10,14919)","(10,150096)","","(10,298564)","(4,7096)",""
"54053051","(10,15417)","(10,157556)","","(10,313483)","(4,7449)",""
"54053052","(10,15923)","(10,165265)","","(10,328900)","(4,7814)",""
"54053053","(10,16436)","(10,173227)","","(10,344823)","(4,8191)",""
"54053054","(10,16958)","(10,181445)","","(10,361259)","(4,8580)",""
"54053055","(10,17487)","(10,189924)","","(10,378217)","(4,8981)",""
"54053056","(10,18024)","(10,198668)","","(10,395704)","(4,9394)",""
"54053057","(10,18568)","(10,207680)","","(10,413728)","(4,9820)",""
"54053058","(10,19121)","(10,216964)","","(10,432296)","(4,10258)",""
"54053059","(10,19681)","(10,226525)","93000164","(10,451417)","(4,10709)",""
"54053060","(10,20248)","(10,236366)","","(10,471098)","(4,11173)",""
"54053061","(10,20823)","(10,246490)","","(10,491346)","(4,11651)",""
"54053062","(10,21406)","(10,256902)","","(10,512169)","(4,12142)",""
"54053063","(10,21997)","(10,267605)","","(10,533575)","(4,12647)",""
"54053064","(10,22595)","(10,278604)","","(10,555572)","(4,13165)",""
"54053065","(10,23200)","(10,289902)","","(10,578167)","(4,13697)",""
"54053066","(10,23813)","(10,301502)","","(10,601367)","(4,14244)",""
"54053067","(10,24434)","(10,313409)","","(10,625180)","(4,14805)",""
"54053068","(10,25061)","(10,325626)","","(10,649614)","(4,15380)",""
"54053069","(10,25697)","(10,338157)","93000164","(10,674675)","(4,15970)",""
"54053070","(10,26340)","(10,351006)","","(10,700372)","(4,16575)",""
"54053071","(10,26990)","(10,364176)","","(10,726712)","(4,17195)",""
"54053072","(10,27647)","(10,377671)","","(10,753702)","(4,17830)",""
"54053073","(10,28312)","(10,391495)","","(10,781349)","(4,18480)",""
"54053074","(10,28984)","(10,405651)","","(10,809661)","(4,19146)",""
"54053075","(10,29664)","(10,420143)","","(10,838645)","(4,19827)",""
"54053076","(10,30350)","(10,434975)","","(10,868309)","(4,20524)",""
"54053077","(10,31045)","(10,450150)","","(10,898659)","(4,21237)",""
"54053078","(10,31746)","(10,465673)","","(10,929704)","(4,21966)",""
"54053079","(10,32454)","(10,481546)","93000164","(10,961450)","(4,22712)",""
"54053080","(10,33170)","(10,497773)","","(10,993904)","(4,23474)",""
"54053081","(10,33893)","(10,514358)","","(10,1027074)","(4,24253)",""
"54053082","(10,34623)","(10,531305)","","(10,1060967)","(4,25049)",""
"54053083","(10,35360)","(10,548617)","","(10,1095590)","(4,25862)",""
"54053084","(10,36105)","(10,566297)","","(10,1130950)","(4,26692)",""
"54053085","(10,36856)","(10,584350)","","(10,1167055)","(4,27539)",""
"54053086","(10,37615)","(10,602778)","","(10,1203911)","(4,28404)",""
"54053087","(10,38381)","(10,621586)","","(10,1241526)","(4,29286)",""
"54053088","(10,39153)","(10,640777)","","(10,1279907)","(4,30186)",""
"54053089","(10,39933)","(10,660354)","93000164","(10,1319060)","(4,31104)",""
"54053090","(10,40720)","(10,680321)","","(10,1358993)","(4,32040)",""
"54053091","(10,41514)","(10,700681)","","(10,1399713)","(4,32995)",""
"54053092","(10,42315)","(10,721438)","","(10,1441227)","(4,33968)",""
"54053093","(10,43123)","(10,742596)","","(10,1483542)","(4,34960)",""
"54053094","(10,43938)","(10,764158)","","(10,1526665)","(4,35971)",""
"54053095","(10,44760)","(10,786127)","","(10,1570603)","(4,37001)",""
"54053096","(10,45588)","(10,808507)","","(10,1615363)","(4,38050)",""
"54053097","(10,46424)","(10,831301)","","(10,1660951)","(4,39118)",""
"54053098","(10,47267)","(10,854513)","","(10,1707375)","(4,40206)",""
"54053099","(10,48116)","(10,878147)","93000164","(10,1754642)","(4,41313)",""
"54053100","(10,48973)","(10,902205)","","(10,1802758)","(4,42440)",""
"54053101","(10,49836)","(10,926692)","","(10,1851731)","(4,43587)",""
"54053102","(10,50706)","(10,951610)","","(10,1901567)","(4,44754)",""
"54053103","(10,51583)","(10,976963)","","(10,1952273)","(4,45941)",""
"54053104","(10,52467)","(10,1002755)","","(10,2003856)","(4,47149)",""
"54053105","(10,53358)","(10,1028989)","","(10,2056323)","(4,48377)",""
"54053106","(10,54256)","(10,1055668)","","(10,2109681)","(4,49626)",""
"54053107","(10,55160)","(10,1082796)","","(10,2163937)","(4,50896)",""
"54053108","(10,56071)","(10,1110376)","","(10,2219097)","(4,52187)",""
"54053109","(10,56989)","(10,1138412)","","(10,2275168)","(4,53499)",""
"54053110","(10,57914)","(10,1166907)","","(10,2332157)","(4,54832)",""
"54053111","(10,58845)","(10,1195864)","","(10,2390071)","(4,56187)",""
"54053112","(10,59783)","(10,1225287)","","(10,2448916)","(4,57564)",""
"54053113","(10,60728)","(10,1255179)","","(10,2508699)","(4,58962)",""
"54053114","(10,61680)","(10,1285543)","","(10,2569427)","(4,60382)",""
"54053115","(10,62638)","(10,1316383)","","(10,2631107)","(4,61825)",""
"54053116","(10,63603)","(10,1347702)","","(10,2693745)","(4,63290)",""
"54053117","(10,64575)","(10,1379504)","","(10,2757348)","(4,64777)",""
"54053118","(10,65553)","(10,1411792)","","(10,2821923)","(4,66287)",""
"54053119","(10,66538)","(10,1444569)","93000164","(10,2887476)","(4,67820)",""
"54053120","(10,67530)","(10,1477838)","","(10,2954014)","(4,69376)",""
"54053121","(10,68528)","(10,1511603)","","(10,3021544)","(4,70955)",""
"54053122","(10,69533)","(10,1545867)","","(10,3090072)","(4,72557)",""
"54053123","(10,70544)","(10,1580634)","","(10,3159605)","(4,74182)",""
"54053124","(10,71562)","(10,1615906)","","(10,3230149)","(4,75831)",""
"54053125","(10,72587)","(10,1651687)","","(10,3301711)","(4,77503)",""
"54053126","(10,73618)","(10,1687981)","","(10,3374298)","(4,79199)",""
"54053127","(10,74656)","(10,1724790)","","(10,3447916)","(4,80919)",""
"54053128","(10,75701)","(10,1762118)","","(10,3522572)","(4,82663)",""
