"AttributeId","SensitiveTextCH","SensitiveTextKR","SensitiveTextTW","SensitiveTextEN","SensitiveTextTHA","SensitiveTextVN","SensitiveTextJP","SensitiveTextRus","SensitiveTextSG"
"94000285","臭港灿","개같은법사","薩達姆","GM","อ้ายห่า","","ヘンタイ","","cdjp"
"94000286","血灵圣女","개같은새끼","胡志明","GM","อ้ายเหรี้ย","","ﾍﾝﾀｲ","","celeng"
"94000287","左坤","개객끼","西哈努克","GM","อ้ายเห-รี้ย","","ほうけい","","cemera"
"94000288","回族狗","개갞끼","希拉克","GM","อี ชาติหมา","","ﾎｳｹｲ","","cepirit"
"94000289","回族猪","개거지","柴契爾","GM","อี แรด","","ホウケイ","","Ch33Bye"
"94000290","回族吃猪","개깩끼","阿羅約","GM","อี!","","ポコチン","","Ch33By"
"94000291","达米宣教会","개꼴통","曼德拉","GM","อี!เบี้ยว","","ﾎﾟｺﾁﾝ","","Ch3rryCr3dits"
"94000292","港灿","개넘","卡斯楚","GM","อี_ดอก ","","ぽこちん","","Ch3rryCredits"
"94000293","毛澤東","개년","佛蘭克林","GM","อีกระหรี่","","ボッキ","","ChaoCheeBye"
"94000294","古柯碱","개년","華盛頓","GM","อีกะหรี","","ﾎﾞｯｷ","","CheeBy"
"94000295","谋杀","개년들","艾森豪","GM","อีโง่","","ぼっき","","CheeBye"
"94000296","杀人","개년아","拿破崙","GM","อีช้างเย๊ด","","ホモセクシャル","","CherryAdmin"
"94000297","吸毒","개놈","亞歷山大","GM","อีชาติชั้ว","","ImproperWord","","CherryCr3dits"
"94000298","贩毒","개놈아","拉姆斯菲爾德","GM","อีด อก","","ﾎﾓｾｸｼｬﾙ","","CherryCredits"
"94000299","赌博","개놈아","蘿拉","GM","อีด/อก","","ほもせくしゃる","","CherryStaff"
"94000300","拐卖","개놈의자식","鮑威爾","GM","อีดอก","","ﾎﾟﾘ公","","chibay"
"94000301","走私","개뇬","奧巴馬","GM","อีด-อก","","ぽり公","","chingga"
"94000302","卖淫","개눈깔","本拉登","GM","อีเดียด","","ポリ公","","chink"
"94000303","强奸","개눔","奧馬爾","GM","อีตัว","","ポルポト","","chinky"
"94000304","轮奸","개늠","柴玲","GM","อีตุ๊ด","","ﾎﾟﾙﾎﾟﾄ","","chode"
"94000305","抢劫","개때려잡는년","達賴喇嘛","GM","อีแตรด","","ぽるぽと","","chuj"
"94000306","先奸后杀","개또라이","江青","GM","อีบ้า","","ポンビキ","","chwdp"
"94000307","押大","개라슥","張春橋","GM","อีเป็งสุดา","","ﾎﾟﾝﾋﾞｷ","","cibai"
"94000308","押小","개만도못한자식","姚文元","GM","อีเปรต","","ぽんびき","","cibay"
"94000309","押注","개미친","王洪文","GM","อีไพร่","","ポン引き","","cibye"
"94000310","下注","개병신","東條英機","GM","อีมะขวิด","","ﾎﾟﾝ引き","","cipa"
"94000311","抽头","개보1지","希特勒","GM","อีแมงดา","","ぽん引き","","cipap"
"94000312","坐庄","개보쥐","墨索里尼","GM","อีแรด","","ホ別","","cipo"
"94000313","赌马","개보지","岡村秀樹","GM","อีลูกกระหรี่","","まぐあい","","cipotok"
"94000314","赌球","개보지","岡村寧次","GM","อีเลว","","まぐあう","","cipsko"
"94000315","筹码","개보지같은년","高麗樸","GM","อีวอก","","マリファナ","","clit"
"94000316","老虎机","개보지털","王丹","GM","อีเวน","","ﾏﾘﾌｧﾅ","","clitface"
"94000317","轮盘赌","개부랄","沃爾開西","GM","อีเวร","","まりふぁな","","cllt"
"94000318","安非他命","개불랄","李洪志","GM","อีสัด","","マンゲ","","Cock"
"94000319","大麻","개불알","李大師","GM","อีสาด","","ﾏﾝｹﾞ","","cock"
"94000320","可卡因","개빠구리","賴昌星","GM","อีหอย","","まんげ","","cockass"
"94000321","海洛因","개뼉다구","馬加爵","GM","อีหอยดอง","","マンコ","","cockbite"
"94000322","冰毒","개새기","班禪","GM","อีหัวสำรอก","","ﾏﾝｺ","","cockface"
"94000323","摇头丸","개새기야","額爾德尼","GM","อีหา","","まんこ","","cockhead"
"94000324","杜冷丁","개새꺄","山本五十六","GM","อีห่า","","マンチョ","","cockmaster"
"94000325","鸦片","개새끼","阿扁","GM","อีห่าราก","","ﾏﾝﾁｮ","","cockmuncher"
"94000326","罂粟","개새끼","阿扁萬歲","GM","อีเห็ดสด","","まんちょ","","cocknose"
"94000327","迷幻药","개새끼","熱那亞","GM","อีอับปรี","","マン拓","","cocknugget"
"94000328","白粉","개새끼","熱比婭","GM","เอากันปะ","","ﾏﾝ拓","","cocks"
"94000329","嗑药","개새끼","實際神","GM","เอาทีดิ","","まん拓","","cocksniffer"
"94000330","冰粉","개'새'끼","安倍晉三","GM","เอาหัวนม","","マン毛","","cocksucker"
"94000331","AIDS","개새끼다","金正恩","GM","ใอ้สัด","","ﾏﾝ毛","","coitus"
"94000332","DICK","개새끼야","張學良","GM","ใอ้สัต","","ミツクチ","","comberan"
"94000333","penis","개새끼해봐","佔中","GM","เฮงซวย","","ﾐﾂｸﾁ","","comepollas"
"94000334","sex","개새년","佔領中環","GM","เฮี่ย","","みつくち","","comepoyas"
"94000335","SM","개새리","伊斯蘭國","GM","ไอ้สัส","","ムトウハップ","","connard"
"94000336","屙","개새야","呼喊派","GM","ไอ้ควย","","ﾑﾄｳﾊｯﾌﾟ","","conyo"
"94000337","爱滋","개새퀴","靈靈教","GM","ควย","","メアドおしえて","","coochie"
"94000338","淋病","개새키","觀音法門","GM","สัส","","ﾒｱﾄﾞおしえて","","coochy"
"94000339","梅毒","개새키","主神教","GM","ดอกทง","","メアド教えて","","cooter"
"94000340","爱液","개새키양","被立王","GM","โป๊","","ﾒｱﾄﾞ教えて","","crap"
"94000341","屄","개색","三班僕人派","GM","เย็ดแม่","","メアド交換して","","crotch"
"94000342","逼","개색갸","靈仙真佛宗","GM","พ่อง","","ﾒｱﾄﾞ交換して","","CSTeam"
"94000343","臭机八","개색기","天父的兒女","GM","พ่อมึง","","ﾒｱﾄﾞ交換しよ","","cuki"
"94000344","臭鸡巴","개색기들","達米宣教會","GM","แม่มึง","","メアド交換しよ","","cukimai"
"94000345","吹喇叭","개색끼","世界以利亞福音宣教會","GM","พ่อมึงตาย","","メールレディー","","cul"
"94000346","吹箫","개색이","常受教","GM","แม่มึงตาย","","メカケ","","cum"
"94000347","催情药","개색히","中華大陸行政執事站","GM","กะหรี่","","ﾒｶｹ","","cumslut"
"94000348","屌","개샛키","全範圍教會","GM","หี","","めくら","","cumsucker"
"94000349","肛交","개샛키","徒弟會","GM","หีแม่","","メクラ","","cunnilingus"
"94000350","肛门","개세","新約教會","GM","หำ","","ﾒｸﾗ","","CustomerSupport"
"94000351","龟头","개세기","同一教","GM","。","","メッカチ","","czarnuch"
"94000352","黄色","개세기들","Free tibet","GM","、","","ﾒｯｶﾁ","","d3v3lop3r"
"94000353","机八","개세끼","西藏自由","GM","เ เ ม่ ง","","めっかち","","d3v3loper"
"94000354","机巴","개세리","北疆","GM","เ ย็ ด","","メルアドおしえて","","d3veloper"
"94000355","鸡八","개섹","新疆砍人","GM","เ ย็ด","","ﾒﾙｱﾄﾞおしえて","","dafa"
"94000356","鸡巴","개섹이","東伊運","GM","เ สื อ ก","","メルアド教えて","","damn"
"94000357","机掰","개셰끼","恐怖組織","GM","เ ห ี้ ย","","ﾒﾙｱﾄﾞ教えて","","deepthroat"
"94000358","鸡叭","개쇄","買毒品","GM","เ!้ย","","メルアド交換して","","dev3loper"
"94000359","鸡鸡","개쇅","賣毒品","GM","เ.ป.ร.ต","","ﾒﾙｱﾄﾞ交換して","","devel0per"
"94000360","鸡掰","개쉐","釣魚島不屬於中國","GM","เ.ย็.ด","","メルアド交換しよ","","develop3r"
"94000361","鸡奸","개쉐끼","isis","GM","เ.ย็.ด.แ.ม่","","ﾒﾙｱﾄﾞ交換しよ","","devil"
"94000362","妓女","개쉐리","ISIL","GM","เ.สื.อ.ก","","ﾔﾌﾞ医者","","developer"
"94000363","奸","개쉐이","gongchandang","GM","เ+ย็+ด","","ヤブ医者","","dfdz"
"94000364","茎","개쉐키","西藏314事件","GM","เเคมปลิ้น","","やぶ医者","","dick"
"94000365","精液","개쉑","新疆7.5事件","GM","แ ต ด","","やらせてあげる","","dickbag"
"94000366","精子","개쉑끼","新疆國","GM","แ ตด","","ヤリチン","","dickbeaters"
"94000367","尻","개쉥키","黨中央","GM","แ ร ด","","ﾔﾘﾁﾝ","","dickface"
"94000368","口交","개쉬키","新聞管制","GM","แ รด","","やりちん","","dickhead"
"94000369","滥交","개쉽","一邊一國","GM","ไ อ่","","やりとも","","dickhole"
"94000370","乱交","개쉽시키","兩國論","GM","ไ อ้","","ﾔﾘとも","","dickjuice"
"94000371","屁眼","개시기","分裂中國","GM","ไ.อ้.หั.ว.ถ.อ.ก","","ﾔﾘﾄﾓ","","dickmilk"
"94000372","嫖娼","개시끼","國內動態詳情","GM","ไ.อ้เ.ฮี้.ย","","ヤリマン","","dicks"
"94000373","强奸犯","개시발","回回","GM","กระ ดอ","","ﾔﾘﾏﾝ","","dickslap"
"94000374","情色","개시발놈","六四運動","GM","กระจู๋","","やりまん","","dicksucker"
"94000375","肉棒","개시퀴","美國之音","GM","กระเจี้ยว","","やり友","","dicksucking"
"94000376","乳房","개시키","密宗","GM","กระเจี๊ยว","","ヤリ友","","dike"
"94000377","乳峰","개십새","民國","GM","กระเจี๋ยว","","ﾔﾘ友","","dildo"
"94000378","乳交","개십팔","民進黨","GM","กระดอ","","ﾚｯｻｰﾊﾟﾝﾀﾞ男","","dilldo"
"94000379","乳头","개싼년","民主潮","GM","กระเด้า","","レッサーパンダ男","","dilldoe"
"94000380","乳晕","개쌔끼","摩門教","GM","กระทวย","","ろうがっこう","","dilldov"
"94000381","三陪","개쌴년","納粹","GM","กระสัน","","ローター","","dipshlt"
"94000382","色情","개썅년","南華早報","GM","กระหรี่","","ロリコン","","dlck"
"94000383","射精","개쎄끼","南蠻","GM","กะเจี๊ยว","","ﾛﾘｺﾝ","","dlke"
"94000384","手淫","개쒜리","起義","GM","กะดอ","","ろりこん","","dlldo"
"94000385","威而钢","개쒸끼","親民黨","GM","กะโปก","","ロンパリ","","dllldo"
"94000386","威而柔","개쓰끼","瘸腿幫","GM","กะสัน","","ﾛﾝﾊﾟﾘ","","dllldoe"
"94000387","伟哥","개씨끼","人民報","GM","กะหรี่","","ろんぱり","","dlpshlt"
"94000388","性高潮","개씨발","法輪大法","GM","กาจู๋","","ﾜﾗﾜ","","dnsea"
"94000389","性交","개씨발년","打倒共產黨","GM","กาเจี้ยว","","ワリキリ","","dnteam"
"94000390","性虐","개씨발놈","台獨萬歲","GM","กาดอ","","ﾜﾘｷﾘ","","doggiestyle"
"94000391","性欲","개씨불알","示威","GM","กาหรี่","","わりきり","","dogglestyle"
"94000392","穴","개씸","台獨","GM","กู","","愛液","","doggystyle"
"94000393","颜射","개씹","台獨分子","GM","แก่น!","","愛人募集","","dong"
"94000394","阳物","개씹보지","台聯","GM","ขอรวมเพศหน่อย","","愛撫","","dookie"
"94000395","一夜情","개씹새","臺灣民國","GM","เย็ด","","悪徳","","dragonnest"
"94000396","阴部","개씹할","臺灣島國","GM","ค . ว . ย","","按摩","","drecksau"
"94000397","阴唇","개씹헐놈","臺灣國","GM","ค ร ว ย","","一人H","","drecksjude"
"94000398","阴道","개양아","臺灣獨立","GM","ค ร วย","","一人Ｈ","","dumass"
"94000399","阴蒂","개양아새끼","天安門事件","GM","ค รว ย","","一人ｴｯﾁ","","dumbass"
"94000400","阴核","개양아새리","天安門運動","GM","ค*วย","","一人エッチ","","dumbfuc"
"94000401","阴户","개자석","屠殺","GM","ค......................................ย","","一人えっち","","dumbfck"
"94000402","阴茎","개자슥","新黨","GM","ค........ว............ย.........","","淫売","","DumbFck"
"94000403","阴门","개자식","新疆獨立","GM","ค.......ว*******p","","淫乱","","DumbFk"
"94000404","淫","개자쥐","新疆分裂","GM","ค.......ว*******ย","","陰茎","","DumbFuck"
"94000405","淫秽","개자지","西藏獨立","GM","ค.....ว...........ย","","陰唇","","dumbfuck"
"94000406","淫乱","개자징","西藏分裂","GM","ค....ว.....ย","","陰毛","","dumbfucc"
"94000407","淫水","개잡년","西藏國","GM","ค...ย","","隠れきりしたん","","dyke"
"94000408","淫娃","개쟈식","藏婦會","GM","ค...ว...ย","","隠れキリシタン","","dyoga"
"94000409","淫液","개젓","學潮","GM","ค..ย","","隠れｷﾘｼﾀﾝ","","encular"
"94000410","淫汁","개젖","學運","GM","ค..ว..ย","","円光","","endsieg"
"94000411","淫穴","개젗","一黨專政","GM","ค..ว..ย..","","援交","","Event"
"94000412","淫洞","개조가치","一中一台","GM","ค.ร.ว.ย","","援助交際","","Eventteam"
"94000413","援交妹","개조루","兩個中國","GM","ค.รวย","","汚物","","facha"
"94000414","做爱","개존만아","一貫道","GM","ค.ว.ย","","沖沖仕","","facker"
"94000415","梦遗","개좃","造反","GM","ค.ว.ย.","","沖仲仕","","fag"
"94000416","阳痿","개좃밥","真善忍","GM","ค.วย","","下衆野郎","","faggot"
"94000417","早泄","개종년","鎮壓","GM","ค//ว//ย","","下女","","fak"
"94000418","奸淫","개좆","政變","GM","ค/ว/ย","","下男","","falangista"
"94000419","Bitch","개좆같은년","政治","GM","ค\ว\ย","","下等種族","","falu"
"94000420","bt","개좆같은놈","政治反對派","GM","ค^ว^ย","","加江田塾","","falun"
"94000421","cao","개좆것","政治犯","GM","ค~ว~ย","","河原者","","fascista"
"94000422","FUCK","개좆것","反黨","GM","ค+ว+ย","","我慢汁","","fatass"
"94000423","kao","개좆것들아","反共","GM","คvย","","海綿","","Fck"
"94000424","NMD","개좆까","政府","GM","คคคคคคววววววววววยยยยยย","","覚醒剤","","Fcuk"
"94000425","NND","개좆년","民主黨","GM","ค-ย","","割り切り","","fcuk"
"94000426","sb","개좆밥","中國之春","GM","คร วย ","","割切","","fckuer"
"94000427","shit","개좇","轉法輪","GM","ครว ย","","姦","","fcuked"
"94000428","SUCK","개좇같은놈","共匪","GM","ครวย","","完全無料","","fcukin"
