"AttributeId","GuideType","NextGuideID","TriggerNextGuideType","LiveTime","OperateType","NeedMoveDistance","NeedRotateAngle","TargetPointType","TargetPointPos","MovementState","MaskBtn","MaskBtnArray","NeedShieldBlackCloth","IsHaveBorder","IsHaveArrow","ArrowPosX","ArrowPosY","ArrowRotation","IsFlip","IsHaveGuideText","RoleHeadId","GuideText","GuideTextPosX","GuideTextPosY","FuncName","FuctionTitle","FuctionWord","FuctionImage","OpenSkillType","AnimPlayCount","AnimID","AnimAdpapter","CinematicAnimationLevelScene","CinematicAnimationPosArr","HideWidgetTag","IsJumpGuide","IgnoreUserInput","IgnoreUIInput","TopJoyStick","HiddenOtherPlayer","CloseAutoMission","OpenAutoMission","NeedUpdateUI","SpecialDoType","CanEnd","CameraCfg","AutoNextLostTime","GuideSoundId","GuideEndSoundIsNotCLose","GuideShineFrameAdjust","GuideOpenUI","BeginNeedShowOperate","NeedShowOperate","TargetLocation","OnMount","GuideEndOpenUi","NotPassCloseGuide","CloseGuideData","BroadcastEvent","NeedShowFaishon"
"100100260","0","0","1","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","","","","","","","","","0","0","0","0","","0","0","","","1","","","","","","","","","","","","","","","1"
"100100261","0","0","0","","","","","","","","","","","0","0","0","0","0","0","1","91232699","90068143","400","700","","","","","","","","","","","","0","0","0","0","","","0","","","0","","","","","","","","","","","","","","",""
"100100270","2","100100271","0","2","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","90068125","90068126","91200506","","1","FuncGet_Head","","","","(""MPWidgetUpgradeEquipButtonPanel"")","0","1","1","0","","1","","","","0","","","","","","","","","","","","","","",""
"100100271","2","100100272","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","90068126","91200506","","1","FuncFly_Head","2","","","(""MPWidgetUpgradeEquipButtonPanel"")","0","1","1","0","","","","","","0","","","","","","","","1","","","","(2)","(31045001,1,2,1,31021785,1,1,1,31045002,1,2,2,31023505,1,1,2,31045003,1,2,3,31023745,1,1,3,31045004,1,2,4,31023985,1,1,4)","",""
"100100272","3","100100273","2","","","","","","","","OpenItemUpgradeWidgetBtn","","","1","1","0","0","0","0","1","91232699","90068127","1100","700","","","","0","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100100273","3","100100274","2","","","","","","","","AwakenWidgetBtn","","","1","1","0","0","0","0","1","91232699","90068128","500","700","","","","0","","","","","","","","1","1","0","0","","","","","","1","","","","","","","","","","","","","","",""
"100100274","3","100100275","2","","","","","","","","","(""ItemUseListBtnNew31021785"",""ItemUseListBtnNew31023505"",""ItemUseListBtnNew31023745"",""ItemUseListBtnNew31023985"")","","1","1","0","0","0","0","1","91232699","90068129","700","450","","","","0","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100100275","3","100100276","2","","","","","","","","PutInBtn","","","1","1","0","0","0","0","1","91232699","90068144","700","450","","","","","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100100276","3","100100278","2","","","","","","","","","(""PsycheRecoveryBtn310450011"",""PsycheRecoveryBtn310450021"",""PsycheRecoveryBtn310450031"",""PsycheRecoveryBtn310450041"")","","1","1","0","0","0","0","1","91232699","90068145","700","400","","","","","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100100277","3","100100278","2","","","","","","","","","(""PsycheRecoveryBtn310217852"",""PsycheRecoveryBtn310235052"",""PsycheRecoveryBtn310237452"",""PsycheRecoveryBtn310239852"")","","1","1","0","0","0","0","0","91232699","","","","","","","","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100100278","3","100100279","2","","","","","","","","AddEquipmentBtn","","","1","1","0","0","0","0","1","91232699","90068146","700","400","","","","","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","","","",""
"100100279","3","","2","","","","","","","","AwakenBtn","","","1","1","0","0","0","0","1","91232699","90068147","700","400","","","","","","","","","","","","1","1","0","0","","","0","","","0","","","","","","","","","","","","","","",""
"100100280","2","100100281","3","","","","","","","","","","","0","0","0","0","0","0","0","91232699","0","0","0","","","","91291240","","1","FuncFly_WingAnimation","2","","","","0","1","1","0","","1","","","","0","","","","","","","","","","","","","","",""
"100100281","1","0","1","","","","","","","","","","","0","0","0","0","0","0","1","91232699","90068149","1000","400","","","","","","","","","","","","1","1","0","0","","","0","","","1","","","","","","","","","","","","","","",""
"100100290","3","100100291","2","","","","","","","","BreakWillOpenBtn","","","1","1","0","0","0","0","1","91232699","90067209","1100","700","","","","","","","","","","","","1","1","0","0","","1","0","","","0","","","","","","","","","","","","","","",""
"100100291","3","100100292","2","","","","","","","","BreakWillSub0","","","1","1","0","0","0","0","1","91232699","90067210","1100","500","","","","","","","","","","","","1","1","0","0","","","","","","0","","","","","","","","","","","","(3)","(31142201)","",""
"100100292","3","0","2","","","","","","","","BreakWIllActivationButton","","","1","1","0","0","0","0","1","91232699","90067211","800","400","","","","","","","","","","","","1","1","0","0","","","0","","","1","","","","","","","","","","","","","","",""
"118009999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
