"AttributeId","PropertyID","PropertyMaxLimit","GoldCost","DiamondCost","MaterialID","MaterialCost","GoldSuccinctEffectChance","DiamondSuccinctEffectChance","GoldSuccinctAttUpChance","GoldPropertyChangeRange","DiamondSuccinctAttUpChance","DiamondPropertyChangeRange","Noticeld","MaterialShopID"
"43010083","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43010084","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43010085","(5,6,9)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","","35011008"
"43010086","(5,6,9)","(90,100,50,200,250,110,510,610,280","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010087","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010088","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010089","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43010090","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43010091","(5,6,9)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","","35011008"
"43010092","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010093","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010094","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010095","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43010096","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43010097","(5,6,9)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","","35011008"
"43010098","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010099","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010100","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010101","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43010102","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250,289090,346910,159000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43010103","(5,6,9)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","","35011008"
"43010104","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010105","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010106","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010107","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250,289090,346910,159000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43010108","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250,289090,346910,159000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43010109","(5,6,9)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","","35011008"
"43010110","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010111","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010112","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250,289090,346910,159000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010113","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250,289090,346910,159000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43010114","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250,289090,346910,159000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43010115","(5,6,9)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","","35011008"
"43010116","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010117","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250,289090,346910,159000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010118","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250,289090,346910,159000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010119","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250,289090,346910,159000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43010120","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250,289090,346910,159000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43010121","(5,6,9)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","","35011008"
"43010122","(5,6,9)","(90,100,50)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010123","(5,6,9)","(90,100,50)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010124","(5,6,9)","(90,100,50)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010125","(5,6,9)","(90,100,50,200,250,110,510,610,280)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43010126","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43010127","(5,6,9)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","","35011008"
"43010128","(5,6,9)","(90,100,50)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010129","(5,6,9)","(90,100,50)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010130","(5,6,9)","(90,100,50,200,250,110)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010131","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43010132","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43010133","(5,6,9)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","","35011008"
"43010134","(5,6,9)","(90,100,50)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010135","(5,6,9)","(90,100,50,200,250,110)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010136","(5,6,9)","(90,100,50,200,250,110,510,610,280)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010137","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43010138","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43010139","(5,6,9)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","","35011008"
"43010140","(5,6,9)","(90,100,50,200,250,110)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010141","(5,6,9)","(90,100,50,200,250,110,510,610,280)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010142","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010143","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43010144","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43010145","(5,6,9)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","","35011008"
"43010146","(5,6,9)","(90,100,50,200,250,110,510,610,280","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010147","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010148","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010149","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43010150","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43010151","(5,6,9)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","","35011008"
"43010152","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010153","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010154","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010155","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43010156","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43010157","(5,6,9)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","","35011008"
"43010158","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010159","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010160","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000037","35011008"
"43010161","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43010162","(5,6,9)","(90,100,50,200,250,110,510,610,280,1330,1600,730,3610,4340,1990,10230,12270,5630,30000,36000,16500,91360,109640,50250,289090,346910,159000)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","93000158","35011008"
"43010163","(5,6,9)","(0,0,0)","2000","20","31020001","1","(0,70,70,70)","(0,80,80,80)","(50,50,50)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","(100,100,100)","(-60,-1,1,60,-67,-1,1,67,-30,-1,1,30)","","35011008"
