"AttributeId","Name","Describe","Icon","Type","ItemGet","CurLevel","MaxLevel","UpgradeCost","AddExpCost","UpgradeNeedNum","AttArray","NpcId","AdditionBuff","AdditionBuffName","AdditionBuffDescribe","CooperateBuff","CooperateBuffDescribe","CooperateUnlockNeed","StarID","EquNeedLv","ShowBuff"
"145023016","90022065","","91222898","4","(31131123,3)","15","19","(31131123,48)","(31131129,1)","800","(4,8,10464336,0,1,4,7,4185734,0,1,4,10,279048,0,1,4,12,139524,0,1)","","(10020381)","(90077959)","(90078011)","","","","","",""
"145023017","90022065","","91222898","4","(31131123,3)","16","19","(31131123,51)","(31131129,1)","850","(4,8,11588729,0,1,4,7,4635491,0,1,4,10,309032,0,1,4,12,154516,0,1)","","(10020381)","(90077959)","(90078011)","","","","","",""
"145023018","90022065","","91222898","4","(31131123,3)","17","19","(31131123,54)","(31131129,1)","900","(4,8,12735611,0,1,4,7,5094244,0,1,4,10,339616,0,1,4,12,169808,0,1)","","(10020381)","(90077959)","(90078011)","","","","","",""
"145023019","90022065","","91222898","4","(31131123,3)","18","19","(31131123,57)","(31131129,1)","950","(4,8,13893961,0,1,4,7,5557584,0,1,4,10,370505,0,1,4,12,185252,0,1)","","(10020381)","(90077959)","(90078011)","","","","","",""
"145023020","90022065","","91222898","4","(31131123,3)","19","19","","","","(4,8,15052311,0,1,4,7,6020924,0,1,4,10,401394,0,1,4,12,200697,0,1)","","(10020381)","(90077959)","(90078011)","","","","","",""
"145024001","90022066","","91222898","4","(31131124,3)","0","19","(31131124,3)","(31131129,1)","50","(4,5,30000,0,1,4,6,36000,0,1,4,9,6000,0,1,4,11,6000,0,1)","","(10010300)","(90077960)","(90078012)","","","","","",""
"145024002","90022066","","91222898","4","(31131124,3)","1","19","(31131124,6)","(31131129,1)","100","(4,5,66000,0,1,4,6,79200,0,1,4,9,13200,0,1,4,11,13200,0,1)","","(10010301)","(90077960)","(90078013)","","","","","",""
"145024003","90022066","","91222898","4","(31131124,3)","2","19","(31131124,9)","(31131129,1)","150","(4,5,108480,0,1,4,6,130176,0,1,4,9,21696,0,1,4,11,21696,0,1)","","(10010302)","(90077960)","(90078014)","","","","","",""
"145024004","90022066","","91222898","4","(31131124,3)","3","19","(31131124,12)","(31131129,1)","200","(4,5,157756,0,1,4,6,189308,0,1,4,9,31551,0,1,4,11,31551,0,1)","","(10010302)","(90077960)","(90078014)","","","","","",""
"145024005","90022066","","91222898","4","(31131124,3)","4","19","(31131124,15)","(31131129,1)","250","(4,5,214425,0,1,4,6,257310,0,1,4,9,42885,0,1,4,11,42885,0,1)","","(10010302)","(90077960)","(90078014)","","","","","",""
"145024006","90022066","","91222898","4","(31131124,3)","5","19","(31131124,18)","(31131129,1)","300","(4,5,279027,0,1,4,6,334832,0,1,4,9,55805,0,1,4,11,55805,0,1)","","(10010302)","(90077960)","(90078014)","","","","","",""
"145024007","90022066","","91222898","4","(31131124,3)","6","19","(31131124,21)","(31131129,1)","350","(4,5,352027,0,1,4,6,422432,0,1,4,9,70405,0,1,4,11,70405,0,1)","","(10010302)","(90077960)","(90078014)","","","","","",""
"145024008","90022066","","91222898","4","(31131124,3)","7","19","(31131124,24)","(31131129,1)","400","(4,5,433787,0,1,4,6,520544,0,1,4,9,86757,0,1,4,11,86757,0,1)","","(10010302)","(90077960)","(90078014)","","","","","",""
"145024009","90022066","","91222898","4","(31131124,3)","8","19","(31131124,27)","(31131129,1)","450","(4,5,524541,0,1,4,6,629449,0,1,4,9,104908,0,1,4,11,104908,0,1)","","(10010302)","(90077960)","(90078014)","","","","","",""
"145024010","90022066","","91222898","4","(31131124,3)","9","19","(31131124,30)","(31131129,1)","500","(4,5,624370,0,1,4,6,749244,0,1,4,9,124874,0,1,4,11,124874,0,1)","","(10010302)","(90077960)","(90078014)","","","","","",""
"145024011","90022066","","91222898","4","(31131124,3)","10","19","(31131124,33)","(31131129,1)","550","(4,5,733183,0,1,4,6,879820,0,1,4,9,146636,0,1,4,11,146636,0,1)","","(10010302)","(90077960)","(90078014)","","","","","",""
"145024012","90022066","","91222898","4","(31131124,3)","11","19","(31131124,36)","(31131129,1)","600","(4,5,850702,0,1,4,6,1020843,0,1,4,9,170140,0,1,4,11,170140,0,1)","","(10010302)","(90077960)","(90078014)","","","","","",""
"145024013","90022066","","91222898","4","(31131124,3)","12","19","(31131124,39)","(31131129,1)","650","(4,5,976447,0,1,4,6,1171737,0,1,4,9,195289,0,1,4,11,195289,0,1)","","(10010302)","(90077960)","(90078014)","","","","","",""
"145024014","90022066","","91222898","4","(31131124,3)","13","19","(31131124,42)","(31131129,1)","700","(4,5,1109737,0,1,4,6,1331685,0,1,4,9,221947,0,1,4,11,221947,0,1)","","(10010302)","(90077960)","(90078014)","","","","","",""
"145024015","90022066","","91222898","4","(31131124,3)","14","19","(31131124,45)","(31131129,1)","750","(4,5,1249692,0,1,4,6,1499630,0,1,4,9,249938,0,1,4,11,249938,0,1)","","(10010302)","(90077960)","(90078014)","","","","","",""
"145024016","90022066","","91222898","4","(31131124,3)","15","19","(31131124,48)","(31131129,1)","800","(4,5,1395244,0,1,4,6,1674293,0,1,4,9,279048,0,1,4,11,279048,0,1)","","(10010302)","(90077960)","(90078014)","","","","","",""
"145024017","90022066","","91222898","4","(31131124,3)","16","19","(31131124,51)","(31131129,1)","850","(4,5,1545163,0,1,4,6,1854196,0,1,4,9,309032,0,1,4,11,309032,0,1)","","(10010302)","(90077960)","(90078014)","","","","","",""
"145024018","90022066","","91222898","4","(31131124,3)","17","19","(31131124,54)","(31131129,1)","900","(4,5,1698081,0,1,4,6,2037697,0,1,4,9,339616,0,1,4,11,339616,0,1)","","(10010302)","(90077960)","(90078014)","","","","","",""
"145024019","90022066","","91222898","4","(31131124,3)","18","19","(31131124,57)","(31131129,1)","950","(4,5,1852528,0,1,4,6,2223033,0,1,4,9,370505,0,1,4,11,370505,0,1)","","(10010302)","(90077960)","(90078014)","","","","","",""
"145024020","90022066","","91222898","4","(31131124,3)","19","19","","","","(4,5,2006974,0,1,4,6,2408369,0,1,4,9,401394,0,1,4,11,401394,0,1)","","(10010302)","(90077960£©","(90078014)","","","","","",""
"145050001","90305652","","91222898","3","(31131101,3)","0","9","(31140401,4)","(31131129,1)","50","(4,8,81818,0,1,4,7,34364,0,1,4,9,1964,0,1,4,11,982,0,1,4,19,3273,0,1,4,20,818,0,1)","","(10020400)","(90077937)","(90077961)","","","","","1","10992201"
"145050002","90305652","","91222898","3","(31131101,3)","1","9","(31140401,8)","(31131129,1)","100","(4,8,163636,0,1,4,7,68727,0,1,4,9,3927,0,1,4,11,1964,0,1,4,19,6545,0,1,4,20,1636,0,1)","","(10020401)","(90077937)","(90077962)","","","","","3","10992201"
"145050003","90305652","","91222898","3","(31131101,3)","2","9","(31140401,12)","(31131129,1)","150","(4,8,245455,0,1,4,7,103091,0,1,4,9,5891,0,1,4,11,2945,0,1,4,19,9818,0,1,4,20,2455,0,1)","","(10020402)","(90077937)","(90077963)","","","","","5","10992201"
"145050004","90305652","","91222898","3","(31131101,3)","3","9","(31140401,16)","(31131129,1)","200","(4,8,327273,0,1,4,7,137455,0,1,4,9,7855,0,1,4,11,3927,0,1,4,19,13091,0,1,4,20,3273,0,1)","","(10020402)","(90077937)","(90077963)","","","","","7","10992202"
"145050005","90305652","","91222898","3","(31131101,3)","4","9","(31140401,20)","(31131129,1)","250","(4,8,409091,0,1,4,7,171818,0,1,4,9,9818,0,1,4,11,4909,0,1,4,19,16364,0,1,4,20,4091,0,1)","","(10020402)","(90077937)","(90077963)","","","","","9","10992202"
"145050006","90305652","","91222898","3","(31131101,3)","5","9","(31140401,24)","(31131129,1)","300","(4,8,490909,0,1,4,7,206182,0,1,4,9,11782,0,1,4,11,5891,0,1,4,19,19636,0,1,4,20,4909,0,1)","","(10020402)","(90077937)","(90077963)","","","","","11","10992202"
"145050007","90305652","","91222898","3","(31131101,3)","6","9","(31140401,28)","(31131129,1)","350","(4,8,572727,0,1,4,7,240545,0,1,4,9,13745,0,1,4,11,6873,0,1,4,19,22909,0,1,4,20,5727,0,1)","","(10020402)","(90077937)","(90077963)","","","","","13","10992202"
"145050008","90305652","","91222898","3","(31131101,3)","7","9","(31140401,32)","(31131129,1)","400","(4,8,654545,0,1,4,7,274909,0,1,4,9,15709,0,1,4,11,7855,0,1,4,19,26182,0,1,4,20,6545,0,1)","","(10020402)","(90077937)","(90077963)","","","","","15","10992203"
"145050009","90305652","","91222898","3","(31131101,3)","8","9","(31140401,36)","(31131129,1)","450","(4,8,736364,0,1,4,7,309273,0,1,4,9,17673,0,1,4,11,8836,0,1,4,19,29455,0,1,4,20,7364,0,1)","","(10020402)","(90077937)","(90077963)","","","","","17","10992203"
"145050010","90305652","","91222898","3","(31131101,3)","9","9","(31140401,40)","(31131129,1)","500","(4,8,818182,0,1,4,7,343636,0,1,4,9,19636,0,1,4,11,9818,0,1,4,19,32727,0,1,4,20,8182,0,1)","","(10020402)","(90077937)","(90077963)","","","","","19","10992203"
"145051001","90305653","","91222898","4","(31131101,3)","0","9","(31140402,4)","(31131129,1)","50","(4,5,8182,0,1,4,6,9818,0,1,4,10,4582,0,1,4,12,2291,0,1,4,21,3273,0,1,4,22,818,0,1)","","(10020400)","(90077937)","(90077961)","","","","","1","10992204"
"145051002","90305653","","91222898","4","(31131101,3)","1","9","(31140402,8)","(31131129,1)","100","(4,5,16364,0,1,4,6,19636,0,1,4,10,9164,0,1,4,12,4582,0,1,4,21,6545,0,1,4,22,1636,0,1)","","(10020401)","(90077937)","(90077962)","","","","","3","10992204"
"145051003","90305653","","91222898","4","(31131101,3)","2","9","(31140402,12)","(31131129,1)","150","(4,5,24545,0,1,4,6,29455,0,1,4,10,13745,0,1,4,12,6873,0,1,4,21,9818,0,1,4,22,2455,0,1)","","(10020402)","(90077937)","(90077963)","","","","","5","10992204"
"145051004","90305653","","91222898","4","(31131101,3)","3","9","(31140402,16)","(31131129,1)","200","(4,5,32727,0,1,4,6,39273,0,1,4,10,18327,0,1,4,12,9164,0,1,4,21,13091,0,1,4,22,3273,0,1)","","(10020402)","(90077937)","(90077963)","","","","","7","10992205"
"145051005","90305653","","91222898","4","(31131101,3)","4","9","(31140402,20)","(31131129,1)","250","(4,5,40909,0,1,4,6,49091,0,1,4,10,22909,0,1,4,12,11455,0,1,4,21,16364,0,1,4,22,4091,0,1)","","(10020402)","(90077937)","(90077963)","","","","","9","10992205"
"145051006","90305653","","91222898","4","(31131101,3)","5","9","(31140402,24)","(31131129,1)","300","(4,5,49091,0,1,4,6,58909,0,1,4,10,27491,0,1,4,12,13745,0,1,4,21,19636,0,1,4,22,4909,0,1)","","(10020402)","(90077937)","(90077963)","","","","","11","10992205"
"145051007","90305653","","91222898","4","(31131101,3)","6","9","(31140402,28)","(31131129,1)","350","(4,5,57273,0,1,4,6,68727,0,1,4,10,32073,0,1,4,12,16036,0,1,4,21,22909,0,1,4,22,5727,0,1)","","(10020402)","(90077937)","(90077963)","","","","","13","10992205"
"145051008","90305653","","91222898","4","(31131101,3)","7","9","(31140402,32)","(31131129,1)","400","(4,5,65455,0,1,4,6,78545,0,1,4,10,36655,0,1,4,12,18327,0,1,4,21,26182,0,1,4,22,6545,0,1)","","(10020402)","(90077937)","(90077963)","","","","","15","10992206"
"145051009","90305653","","91222898","4","(31131101,3)","8","9","(31140402,36)","(31131129,1)","450","(4,5,73636,0,1,4,6,88364,0,1,4,10,41236,0,1,4,12,20618,0,1,4,21,29455,0,1,4,22,7364,0,1)","","(10020402)","(90077937)","(90077963)","","","","","17","10992206"
"145051010","90305653","","91222898","4","(31131101,3)","9","9","(31140402,40)","(31131129,1)","500","(4,5,81818,0,1,4,6,98182,0,1,4,10,45818,0,1,4,12,22909,0,1,4,21,32727,0,1,4,22,8182,0,1)","","(10020402)","(90077937)","(90077963)","","","","","19","10992206"
"145052001","90305654","","91222898","1","(31131101,3)","0","9","(31140403,4)","(31131129,1)","50","(4,5,8182,0,1,4,6,9818,0,1,4,9,4582,0,1,4,11,2291,0,1,4,17,3273,0,1,4,18,818,0,1)","","(10020400)","(90077937)","(90077961)","","","","","1","10992207"
"145052002","90305654","","91222898","1","(31131101,3)","1","9","(31140403,8)","(31131129,1)","100","(4,5,16364,0,1,4,6,19636,0,1,4,9,9164,0,1,4,11,4582,0,1,4,17,6545,0,1,4,18,1636,0,1)","","(10020401)","(90077937)","(90077962)","","","","","3","10992207"
"145052003","90305654","","91222898","1","(31131101,3)","2","9","(31140403,12)","(31131129,1)","150","(4,5,24545,0,1,4,6,29455,0,1,4,9,13745,0,1,4,11,6873,0,1,4,17,9818,0,1,4,18,2455,0,1)","","(10020402)","(90077937)","(90077963)","","","","","5","10992207"
"145052004","90305654","","91222898","1","(31131101,3)","3","9","(31140403,16)","(31131129,1)","200","(4,5,32727,0,1,4,6,39273,0,1,4,9,18327,0,1,4,11,9164,0,1,4,17,13091,0,1,4,18,3273,0,1)","","(10020402)","(90077937)","(90077963)","","","","","7","10992208"
"145052005","90305654","","91222898","1","(31131101,3)","4","9","(31140403,20)","(31131129,1)","250","(4,5,40909,0,1,4,6,49091,0,1,4,9,22909,0,1,4,11,11455,0,1,4,17,16364,0,1,4,18,4091,0,1)","","(10020402)","(90077937)","(90077963)","","","","","9","10992208"
"145052006","90305654","","91222898","1","(31131101,3)","5","9","(31140403,24)","(31131129,1)","300","(4,5,49091,0,1,4,6,58909,0,1,4,9,27491,0,1,4,11,13745,0,1,4,17,19636,0,1,4,18,4909,0,1)","","(10020402)","(90077937)","(90077963)","","","","","11","10992208"
"145052007","90305654","","91222898","1","(31131101,3)","6","9","(31140403,28)","(31131129,1)","350","(4,5,57273,0,1,4,6,68727,0,1,4,9,32073,0,1,4,11,16036,0,1,4,17,22909,0,1,4,18,5727,0,1)","","(10020402)","(90077937)","(90077963)","","","","","13","10992208"
"145052008","90305654","","91222898","1","(31131101,3)","7","9","(31140403,32)","(31131129,1)","400","(4,5,65455,0,1,4,6,78545,0,1,4,9,36655,0,1,4,11,18327,0,1,4,17,26182,0,1,4,18,6545,0,1)","","(10020402)","(90077937)","(90077963)","","","","","15","10992209"
"145052009","90305654","","91222898","1","(31131101,3)","8","9","(31140403,36)","(31131129,1)","450","(4,5,73636,0,1,4,6,88364,0,1,4,9,41236,0,1,4,11,20618,0,1,4,17,29455,0,1,4,18,7364,0,1)","","(10020402)","(90077937)","(90077963)","","","","","17","10992209"
"145052010","90305654","","91222898","1","(31131101,3)","9","9","(31140403,40)","(31131129,1)","500","(4,5,81818,0,1,4,6,98182,0,1,4,9,45818,0,1,4,11,22909,0,1,4,17,32727,0,1,4,18,8182,0,1)","","(10020402)","(90077937)","(90077963)","","","","","19","10992209"
"145053001","90305655","","91222898","2","(31131101,3)","0","9","(31140404,4)","(31131129,1)","50","(4,8,122727,0,1,4,7,14727,0,1,4,10,1964,0,1,4,12,982,0,1,4,15,3273,0,1,4,16,818,0,1)","","(10020400)","(90077937)","(90077961)","","","","","1","10992210"
"145053002","90305655","","91222898","2","(31131101,3)","1","9","(31140404,8)","(31131129,1)","100","(4,8,245455,0,1,4,7,29455,0,1,4,10,3927,0,1,4,12,1964,0,1,4,15,6545,0,1,4,16,1636,0,1)","","(10020401)","(90077937)","(90077962)","","","","","3","10992210"
"145053003","90305655","","91222898","2","(31131101,3)","2","9","(31140404,12)","(31131129,1)","150","(4,8,368182,0,1,4,7,44182,0,1,4,10,5891,0,1,4,12,2945,0,1,4,15,9818,0,1,4,16,2455,0,1)","","(10020402)","(90077937)","(90077963)","","","","","5","10992210"
"145053004","90305655","","91222898","2","(31131101,3)","3","9","(31140404,16)","(31131129,1)","200","(4,8,490909,0,1,4,7,58909,0,1,4,10,7855,0,1,4,12,3927,0,1,4,15,13091,0,1,4,16,3273,0,1)","","(10020402)","(90077937)","(90077963)","","","","","7","10992211"
"145053005","90305655","","91222898","2","(31131101,3)","4","9","(31140404,20)","(31131129,1)","250","(4,8,613636,0,1,4,7,73636,0,1,4,10,9818,0,1,4,12,4909,0,1,4,15,16364,0,1,4,16,4091,0,1)","","(10020402)","(90077937)","(90077963)","","","","","9","10992211"
"145053006","90305655","","91222898","2","(31131101,3)","5","9","(31140404,24)","(31131129,1)","300","(4,8,736364,0,1,4,7,88364,0,1,4,10,11782,0,1,4,12,5891,0,1,4,15,19636,0,1,4,16,4909,0,1)","","(10020402)","(90077937)","(90077963)","","","","","11","10992211"
"145053007","90305655","","91222898","2","(31131101,3)","6","9","(31140404,28)","(31131129,1)","350","(4,8,859091,0,1,4,7,103091,0,1,4,10,13745,0,1,4,12,6873,0,1,4,15,22909,0,1,4,16,5727,0,1)","","(10020402)","(90077937)","(90077963)","","","","","13","10992211"
"145053008","90305655","","91222898","2","(31131101,3)","7","9","(31140404,32)","(31131129,1)","400","(4,8,981818,0,1,4,7,117818,0,1,4,10,15709,0,1,4,12,7855,0,1,4,15,26182,0,1,4,16,6545,0,1)","","(10020402)","(90077937)","(90077963)","","","","","15","10992212"
"145053009","90305655","","91222898","2","(31131101,3)","8","9","(31140404,36)","(31131129,1)","450","(4,8,1104545,0,1,4,7,132545,0,1,4,10,17673,0,1,4,12,8836,0,1,4,15,29455,0,1,4,16,7364,0,1)","","(10020402)","(90077937)","(90077963)","","","","","17","10992212"
"145053010","90305655","","91222898","2","(31131101,3)","9","9","(31140404,40)","(31131129,1)","500","(4,8,1227273,0,1,4,7,147273,0,1,4,10,19636,0,1,4,12,9818,0,1,4,15,32727,0,1,4,16,8182,0,1)","","(10020402)","(90077937)","(90077963)","","","","","19","10992212"
